Faculty,Department,UTME_Score,Post_UTME_Score,Aggregate,Cutoff,Olevel_Valid,olevel_avg_points,admitted_numeric
Basic Medical Sciences,Physiology,330,15,70.65,71.55,1,2.88,1
Clinical Sciences,Medicine and Surgery,335,5,63.27,80.8,1,3.28,0
Clinical Sciences,Medicine and Surgery,379,11,71.17,80.8,1,2.56,0
Engineering,Biomedical Engineering,154,4,38.05,50.0,1,2.96,0
Management Sciences,Business Administration,327,8,64.47,68.65,1,3.12,0
Basic Medical Sciences,Pharmacology,239,14,56.27,72.625,1,2.48,1
Law,Law,199,5,45.08,68.65,1,3.04,0
Environmental Sciences,Estate Management,273,26,73.72,50.0,1,2.72,2
Law,Law,326,18,74.35,68.65,1,3.12,2
Clinical Sciences,Radiography,367,21,82.47,72.525,1,3.12,2
Clinical Sciences,Medicine and Surgery,141,21,51.83,80.8,1,2.64,0
Social Sciences,Social Work,220,10,52.3,50.0,1,2.96,0
Environmental Sciences,Architecture,382,18,77.35,50.0,1,2.32,2
Arts,Philosophy,284,23,71.3,67.4,1,2.56,2
Basic Medical Sciences,Physiology,307,23,74.17,71.55,1,2.56,2
Science,Industrial Mathematics,232,0,43.8,50.0,1,2.96,0
Management Sciences,Finance,180,18,58.1,68.9,1,3.52,0
Clinical Sciences,Nursing,211,10,49.17,70.875,1,2.56,0
Clinical Sciences,Medicine and Surgery,334,16,75.35,80.8,1,3.52,1
Basic Medical Sciences,Medical Laboratory Science,256,19,66.2,74.675,1,3.04,1
Basic Medical Sciences,Physiology,156,19,53.7,71.55,1,3.04,0
Pharmacy,Pharmacy,266,5,53.45,76.125,1,3.04,0
Law,Law,261,11,59.23,68.65,1,3.12,0
Clinical Sciences,Radiography,248,13,58.8,72.525,1,2.96,1
Social Sciences,Political Science,226,21,66.05,68.6,1,3.36,1
Social Sciences,Economics,220,27,69.3,69.95,1,2.96,1
Engineering,Civil & Environmental Engineering,240,17,61.0,50.0,1,2.8,2
Pharmacy,Pharmacy,268,30,81.1,76.125,1,3.52,2
Arts,Russian,305,7,60.73,67.65,1,3.12,0
Engineering,Metallurgical & Material Engineering,323,29,86.58,50.0,1,3.44,2
Management Sciences,Business Administration,247,4,48.88,68.65,1,2.8,0
Law,Law,184,25,61.2,68.65,1,2.64,0
Dental Sciences,Dentistry,198,30,71.55,77.4,1,3.36,0
Education,Education Islamic Religious Studies,277,22,71.42,50.0,1,2.96,2
Environmental Sciences,Building,368,2,64.0,50.0,1,3.2,0
Management Sciences,Insurance,363,18,78.17,67.125,1,2.96,2
Pharmacy,Pharmacy,230,7,48.95,76.125,1,2.64,0
Social Sciences,Economics,143,5,39.27,69.95,1,3.28,0
Science,Fisheries,304,4,58.4,50.0,1,3.28,0
Dental Sciences,Dentistry,320,1,55.4,77.4,1,2.88,0
Management Sciences,Accounting,379,13,71.58,74.1,1,2.24,1
Basic Medical Sciences,Medical Laboratory Science,249,9,54.52,74.675,1,2.88,0
Pharmacy,Pharmacy,185,18,54.33,76.125,1,2.64,0
Law,Law,387,6,72.78,68.65,1,3.68,0
Pharmacy,Pharmacy,325,24,79.03,76.125,1,2.88,2
Science,Chemistry,373,19,82.83,50.0,1,3.44,2
Pharmacy,Pharmacy,236,7,49.3,76.125,1,2.56,0
Management Sciences,Insurance,279,23,71.88,67.125,1,2.8,2
Science,Geology,274,3,53.25,50.0,1,3.2,0
Arts,Islamic Religious Studies,244,25,71.9,60.225,1,3.28,2
Pharmacy,Pharmacy,259,16,61.17,76.125,1,2.56,1
Management Sciences,Actuarial Science,348,7,70.1,61.875,1,3.92,0
Basic Medical Sciences,Medical Laboratory Science,144,26,60.0,74.675,1,3.2,0
Dental Sciences,Dentistry,177,11,47.92,77.4,1,2.96,0
Engineering,Computer Engineering,364,10,68.3,50.0,1,2.56,0
Education,Educational Administration,235,11,57.17,50.0,1,3.36,0
Clinical Sciences,Medicine and Surgery,153,20,52.33,80.8,1,2.64,0
Science,Fisheries,385,2,64.53,50.0,1,2.88,0
Pharmacy,Pharmacy,201,17,56.52,76.125,1,2.88,1
Law,Law,311,16,68.88,68.65,1,2.8,2
Clinical Sciences,Nursing,397,27,91.83,70.875,1,3.04,2
Management Sciences,IRPM,187,27,64.78,50.0,1,2.88,0
Law,Law,365,1,61.42,68.65,1,2.96,0
Environmental Sciences,Estate Management,296,20,72.6,50.0,1,3.12,2
Engineering,Chemical & Petroleum Engineering,307,11,64.58,50.0,1,3.04,0
Arts,Islamic Religious Studies,383,11,73.28,60.225,1,2.88,0
Dental Sciences,Dentistry,324,23,79.1,77.4,1,3.12,2
Pharmacy,Pharmacy,392,22,83.4,76.125,1,2.48,2
Law,Law,270,9,59.95,68.65,1,3.44,0
Environmental Sciences,Building,363,26,85.78,50.0,1,2.88,2
Arts,Christian Religious Studies,154,8,43.25,61.625,1,3.2,0
Arts,Philosophy,316,2,55.9,67.4,1,2.88,0
Clinical Sciences,Nursing,185,11,50.52,70.875,1,3.28,0
Basic Medical Sciences,Pharmacology,314,26,79.65,72.625,1,2.88,2
Clinical Sciences,Physiotherapy,290,19,66.05,73.75,1,2.16,1
Clinical Sciences,Radiography,392,25,88.4,72.525,1,2.88,2
Arts,French,271,24,74.67,66.55,1,3.36,2
Education,Educational Administration,307,9,62.98,50.0,1,3.12,0
Basic Medical Sciences,Physiology,304,6,58.8,71.55,1,2.96,0
Pharmacy,Pharmacy,353,0,57.73,76.125,1,2.72,0
Law,Law,151,6,39.27,68.65,1,2.88,0
Social Sciences,Political Science,155,5,42.38,68.6,1,3.6,0
Environmental Sciences,Quantity Surveying,144,22,53.2,50.0,1,2.64,0
Education,Education Islamic Religious Studies,372,20,82.5,50.0,1,3.2,2
Social Sciences,Sociology,214,11,52.95,66.15,1,3.04,0
Management Sciences,Business Administration,400,5,71.8,68.65,1,3.36,0
Arts,Creative Arts,186,24,58.85,67.05,1,2.32,0
Engineering,Surveying & Geoinformatics Engineering,255,8,53.48,50.0,1,2.72,0
Dental Sciences,Dentistry,280,18,67.8,77.4,1,2.96,1
Science,Statistics,143,26,63.08,50.0,1,3.84,0
Engineering,Computer Engineering,291,20,74.78,50.0,1,3.68,2
Pharmacy,Pharmacy,285,18,68.42,76.125,1,2.96,1
Management Sciences,Actuarial Science,350,11,71.15,61.875,1,3.28,0
Pharmacy,Pharmacy,375,5,65.08,76.125,1,2.64,0
Arts,Linguistic Igbo/Yoruba,287,15,66.47,61.175,1,3.12,2
Pharmacy,Pharmacy,261,17,65.62,76.125,1,3.2,1
Law,Law,161,27,65.53,68.65,1,3.68,0
Environmental Sciences,Building,234,14,55.65,50.0,1,2.48,2
Clinical Sciences,Medicine and Surgery,160,21,57.0,80.8,1,3.2,0
Dental Sciences,Dentistry,243,16,60.38,77.4,1,2.8,1
Law,Law,290,6,55.45,68.65,1,2.64,0
Pharmacy,Pharmacy,146,15,47.65,76.125,1,2.88,0
Clinical Sciences,Physiotherapy,344,16,74.6,73.75,1,3.12,2
Management Sciences,Accounting,315,22,79.78,74.1,1,3.68,2
Environmental Sciences,Building,366,17,77.55,50.0,1,2.96,2
Law,Law,255,21,68.47,68.65,1,3.12,1
Clinical Sciences,Medicine and Surgery,398,22,84.15,80.8,1,2.48,2
Pharmacy,Pharmacy,262,23,69.75,76.125,1,2.8,1
Pharmacy,Pharmacy,354,4,63.45,76.125,1,3.04,0
Clinical Sciences,Medicine and Surgery,347,16,75.38,80.8,1,3.2,1
Arts,English,312,23,78.4,68.175,1,3.28,2
Education,Education Islamic Religious Studies,265,26,71.92,50.0,1,2.56,2
Environmental Sciences,Architecture,254,24,70.95,50.0,1,3.04,2
Environmental Sciences,Urban & Regional Planning,177,19,57.52,50.0,1,3.28,0
Environmental Sciences,Architecture,349,24,82.83,50.0,1,3.04,2
Clinical Sciences,Radiography,188,7,45.3,72.525,1,2.96,0
Science,Statistics,383,16,77.08,50.0,1,2.64,2
Arts,History & Strategic Studies,253,12,56.83,68.6,1,2.64,1
Environmental Sciences,Quantity Surveying,271,3,49.67,50.0,1,2.56,0
Engineering,Surveying & Geoinformatics Engineering,185,14,53.52,50.0,1,3.28,0
Law,Law,317,30,82.42,68.65,1,2.56,2
Social Sciences,Economics,285,13,65.03,69.95,1,3.28,1
Science,Physics,247,3,47.88,50.0,1,2.8,0
Pharmacy,Pharmacy,193,5,42.33,76.125,1,2.64,0
Law,Law,309,16,69.03,68.65,1,2.88,2
Engineering,Chemical & Petroleum Engineering,285,5,56.23,50.0,1,3.12,0
Environmental Sciences,Urban & Regional Planning,387,24,88.78,50.0,1,3.28,2
Pharmacy,Pharmacy,145,6,41.73,76.125,1,3.52,0
Engineering,Electrical & Electronics Engineering,344,14,72.2,50.0,1,3.04,2
Basic Medical Sciences,Physiology,254,30,79.35,71.55,1,3.52,2
Management Sciences,Actuarial Science,293,17,67.62,61.875,1,2.8,2
Education,Education Mathematics,226,26,70.65,50.0,1,3.28,2
Dental Sciences,Dentistry,261,14,59.42,77.4,1,2.56,1
Management Sciences,Insurance,179,22,61.17,67.125,1,3.36,0
Arts,History & Strategic Studies,159,28,60.67,68.6,1,2.56,0
Dental Sciences,Dentistry,227,1,46.98,77.4,1,3.52,0
Education,Education Igbo,364,23,84.5,50.0,1,3.2,2
Dental Sciences,Dentistry,314,13,67.45,77.4,1,3.04,1
Engineering,Chemical & Petroleum Engineering,356,2,60.5,50.0,1,2.8,0
Management Sciences,Business Administration,345,18,73.92,68.65,1,2.56,2
Environmental Sciences,Urban & Regional Planning,180,16,53.3,50.0,1,2.96,0
Environmental Sciences,Building,264,14,63.4,50.0,1,3.28,2
Environmental Sciences,Urban & Regional Planning,285,17,66.62,50.0,1,2.8,2
Basic Medical Sciences,Physiology,215,26,68.88,71.55,1,3.2,1
Social Sciences,Mass Communication,204,26,65.5,72.35,1,2.8,1
Environmental Sciences,Estate Management,337,26,83.72,50.0,1,3.12,2
Arts,Linguistic Igbo/Yoruba,369,28,90.53,61.175,1,3.28,2
Clinical Sciences,Radiography,327,28,84.47,72.525,1,3.12,2
Management Sciences,Business Administration,248,11,56.8,68.65,1,2.96,0
Engineering,Systems Engineering,255,27,73.28,50.0,1,2.88,2
Environmental Sciences,Architecture,270,4,50.15,50.0,1,2.48,0
Education,Human Kinetics Education,342,6,67.15,50.0,1,3.68,0
Arts,Christian Religious Studies,170,23,59.85,61.625,1,3.12,0
Education,Adult Education,268,27,76.5,50.0,1,3.2,2
Engineering,Civil & Environmental Engineering,165,27,64.83,50.0,1,3.44,0
Basic Medical Sciences,Physiology,291,24,77.17,71.55,1,3.36,2
Management Sciences,Insurance,377,12,73.92,67.125,1,2.96,2
Law,Law,201,8,47.92,68.65,1,2.96,0
Pharmacy,Pharmacy,216,9,50.4,76.125,1,2.88,0
Education,Education Home Economics,321,11,65.53,50.0,1,2.88,0
Pharmacy,Pharmacy,291,17,69.78,76.125,1,3.28,1
Basic Medical Sciences,Physiology,201,14,52.73,71.55,1,2.72,1
Education,Education English,301,18,68.83,50.0,1,2.64,2
Education,Education Mathematics,307,20,72.78,50.0,1,2.88,2
Education,Human Kinetics Education,239,7,51.27,50.0,1,2.88,0
Social Sciences,Mass Communication,151,18,50.88,72.35,1,2.8,0
Education,Education Chemistry,197,3,42.02,50.0,1,2.88,0
Engineering,Mechanical Engineering,181,27,64.03,50.0,1,2.88,0
Management Sciences,Accounting,191,20,59.48,74.1,1,3.12,0
Clinical Sciences,Medicine and Surgery,357,6,66.62,80.8,1,3.2,0
Management Sciences,Accounting,223,17,61.27,74.1,1,3.28,1
Basic Medical Sciences,Pharmacology,189,30,66.83,72.625,1,2.64,0
Management Sciences,IRPM,311,15,70.28,50.0,1,3.28,2
Pharmacy,Pharmacy,162,1,35.25,76.125,1,2.8,0
Arts,French,221,17,60.62,66.55,1,3.2,1
Arts,Islamic Religious Studies,280,0,45.4,60.225,1,2.08,0
Engineering,Metallurgical & Material Engineering,247,0,45.67,50.0,1,2.96,0
Pharmacy,Pharmacy,317,19,75.42,76.125,1,3.36,1
Social Sciences,Political Science,188,2,43.9,68.6,1,3.68,0
Environmental Sciences,Quantity Surveying,219,16,55.38,50.0,1,2.4,2
Management Sciences,Finance,351,21,80.88,68.9,1,3.2,2
Social Sciences,Mass Communication,320,7,61.0,72.35,1,2.8,0
Clinical Sciences,Radiography,212,4,44.1,72.525,1,2.72,0
Law,Law,273,6,54.52,68.65,1,2.88,0
Science,Cell Biology & Genetics,205,4,44.42,50.0,1,2.96,0
Engineering,Systems Engineering,378,13,73.45,50.0,1,2.64,2
Dental Sciences,Dentistry,269,14,60.83,77.4,1,2.64,1
Arts,Creative Arts,239,28,73.08,67.05,1,3.04,2
Clinical Sciences,Medicine and Surgery,192,9,46.6,80.8,1,2.72,0
Science,Physics,384,12,73.2,50.0,1,2.64,2
Management Sciences,Business Administration,341,27,86.03,68.65,1,3.28,2
Social Sciences,Sociology,297,5,55.33,66.15,1,2.64,0
Environmental Sciences,Quantity Surveying,268,15,64.5,50.0,1,3.2,2
Science,Industrial Mathematics,394,9,72.65,50.0,1,2.88,0
Law,Law,277,24,73.83,68.65,1,3.04,2
Science,Zoology,278,23,72.15,50.0,1,2.88,2
Basic Medical Sciences,Medical Laboratory Science,335,23,79.28,74.675,1,2.88,2
Social Sciences,Social Work,172,3,38.5,50.0,1,2.8,0
Law,Law,268,19,66.5,68.65,1,2.8,1
Basic Medical Sciences,Medical Laboratory Science,353,0,58.92,74.675,1,2.96,0
Education,Integrated Science Education,215,3,46.67,50.0,1,3.36,0
Management Sciences,Business Administration,393,14,81.53,68.65,1,3.68,2
Engineering,Biomedical Engineering,203,24,64.17,50.0,1,2.96,2
Management Sciences,Finance,230,11,54.95,68.9,1,3.04,0
Clinical Sciences,Medicine and Surgery,149,28,62.62,80.8,1,3.2,0
Pharmacy,Pharmacy,284,21,72.5,76.125,1,3.2,1
Social Sciences,Sociology,171,17,53.58,66.15,1,3.04,0
Education,Educational Administration,171,5,39.98,50.0,1,2.72,0
Engineering,Computer Engineering,297,29,83.33,50.0,1,3.44,2
Arts,Christian Religious Studies,241,9,53.12,61.625,1,2.8,0
Engineering,Civil & Environmental Engineering,227,7,50.17,50.0,1,2.96,0
Engineering,Metallurgical & Material Engineering,342,22,79.55,50.0,1,2.96,2
Arts,Creative Arts,378,30,92.05,67.05,1,2.96,2
Education,Education Islamic Religious Studies,375,29,88.67,50.0,1,2.56,2
Engineering,Mechanical Engineering,244,7,51.5,50.0,1,2.8,0
Engineering,Electrical & Electronics Engineering,268,6,54.7,50.0,1,3.04,0
Education,Technology Education,219,21,63.17,50.0,1,2.96,2
Engineering,Civil & Environmental Engineering,181,30,66.22,50.0,1,2.72,0
Arts,Christian Religious Studies,273,22,71.33,61.625,1,3.04,2
Social Sciences,Social Work,191,21,55.67,50.0,1,2.16,0
Science,Geology,252,15,59.3,50.0,1,2.56,2
Law,Law,203,12,53.77,68.65,1,3.28,1
Clinical Sciences,Nursing,304,27,81.0,70.875,1,3.2,2
Social Sciences,Psychology,256,3,48.6,67.4,1,2.72,0
Environmental Sciences,Quantity Surveying,143,5,38.48,50.0,1,3.12,0
Science,Industrial Mathematics,165,14,51.42,50.0,1,3.36,0
Science,Industrial Mathematics,271,2,49.08,50.0,1,2.64,0
Social Sciences,Geography,276,9,58.7,50.0,1,3.04,0
Management Sciences,Business Administration,149,29,63.62,68.65,1,3.2,0
Pharmacy,Pharmacy,327,29,85.47,76.125,1,3.12,2
Dental Sciences,Dentistry,227,3,44.58,77.4,1,2.64,0
Environmental Sciences,Building,249,8,51.92,50.0,1,2.56,0
Law,Law,272,29,77.0,68.65,1,2.8,2
Basic Medical Sciences,Medical Laboratory Science,257,7,53.92,74.675,1,2.96,0
Pharmacy,Pharmacy,356,25,85.5,76.125,1,3.2,2
Pharmacy,Pharmacy,305,4,56.52,76.125,1,2.88,0
Engineering,Biomedical Engineering,284,19,69.7,50.0,1,3.04,2
Clinical Sciences,Medicine and Surgery,197,11,52.02,80.8,1,3.28,0
Engineering,Chemical & Petroleum Engineering,332,22,77.9,50.0,1,2.88,2
Dental Sciences,Dentistry,358,7,68.15,77.4,1,3.28,0
Arts,Philosophy,389,17,78.03,67.4,1,2.48,2
Clinical Sciences,Physiotherapy,362,7,66.65,73.75,1,2.88,0
Arts,English,395,22,87.78,68.175,1,3.28,2
Engineering,Systems Engineering,205,23,63.42,50.0,1,2.96,2
Clinical Sciences,Nursing,346,25,83.05,70.875,1,2.96,2
Basic Medical Sciences,Physiology,359,1,60.27,71.55,1,2.88,0
Arts,Creative Arts,165,6,40.62,67.05,1,2.8,0
Science,Computer Science,269,26,76.03,71.75,1,3.28,2
Science,Chemistry,310,29,84.15,50.0,1,3.28,2
Engineering,Mechanical Engineering,228,24,67.3,50.0,1,2.96,2
Arts,Islamic Religious Studies,209,1,41.92,60.225,1,2.96,0
Basic Medical Sciences,Physiology,141,5,39.42,71.55,1,3.36,0
Pharmacy,Pharmacy,210,4,45.85,76.125,1,3.12,0
Pharmacy,Pharmacy,343,28,86.47,76.125,1,3.12,2
Social Sciences,Geography,306,3,57.25,50.0,1,3.2,0
Science,Geology,280,16,67.4,50.0,1,3.28,2
Law,Law,386,2,64.65,68.65,1,2.88,0
Pharmacy,Pharmacy,225,15,56.73,76.125,1,2.72,1
Dental Sciences,Dentistry,341,5,61.23,77.4,1,2.72,0
Dental Sciences,Dentistry,324,24,80.1,77.4,1,3.12,2
Basic Medical Sciences,Medical Laboratory Science,348,26,82.3,74.675,1,2.56,2
Clinical Sciences,Physiotherapy,162,28,60.65,73.75,1,2.48,0
Dental Sciences,Dentistry,177,26,63.73,77.4,1,3.12,0
Management Sciences,Insurance,245,13,59.23,67.125,1,3.12,1
Environmental Sciences,Quantity Surveying,346,22,78.85,50.0,1,2.72,2
Social Sciences,Political Science,235,30,75.38,68.6,1,3.2,2
Law,Law,222,27,70.75,68.65,1,3.2,2
Education,Education Igbo,217,14,55.92,50.0,1,2.96,2
Engineering,Civil & Environmental Engineering,393,25,89.33,50.0,1,3.04,2
Engineering,Biomedical Engineering,208,20,60.4,50.0,1,2.88,2
Law,Law,378,16,76.45,68.65,1,2.64,2
Pharmacy,Pharmacy,170,21,59.45,76.125,1,3.44,0
Pharmacy,Pharmacy,209,1,45.52,76.125,1,3.68,0
Social Sciences,Economics,358,23,83.35,69.95,1,3.12,2
Education,Human Kinetics Education,200,11,52.4,50.0,1,3.28,0
Pharmacy,Pharmacy,178,6,43.85,76.125,1,3.12,0
Environmental Sciences,Quantity Surveying,303,29,82.08,50.0,1,3.04,2
Environmental Sciences,Estate Management,288,12,63.2,50.0,1,3.04,2
Arts,Linguistic Igbo/Yoruba,316,27,82.5,61.175,1,3.2,2
Science,Chemistry,265,0,49.12,50.0,1,3.2,0
Science,Botany,194,12,50.25,50.0,1,2.8,0
Science,Microbiology,144,4,38.0,50.0,1,3.2,0
Science,Microbiology,146,22,54.25,50.0,1,2.8,0
Science,Physics,217,29,70.53,50.0,1,2.88,2
Arts,Linguistic Igbo/Yoruba,245,13,55.23,61.175,1,2.32,1
Engineering,Systems Engineering,343,25,82.28,50.0,1,2.88,2
Arts,Philosophy,215,15,57.88,67.4,1,3.2,1
Basic Medical Sciences,Medical Laboratory Science,193,1,41.52,74.675,1,3.28,0
Science,Botany,153,19,52.92,50.0,1,2.96,0
Basic Medical Sciences,Medical Laboratory Science,284,11,62.1,74.675,1,3.12,0
Engineering,Chemical & Petroleum Engineering,181,28,65.03,50.0,1,2.88,0
Science,Mathematics,298,9,60.65,50.0,1,2.88,0
Dental Sciences,Dentistry,209,21,62.73,77.4,1,3.12,1
Management Sciences,Finance,368,8,69.2,68.9,1,3.04,0
Education,Education Igbo,333,8,64.42,50.0,1,2.96,0
Law,Law,392,28,94.2,68.65,1,3.44,2
Education,Integrated Science Education,200,9,46.4,50.0,1,2.48,0
Science,Physics,310,26,79.15,50.0,1,2.88,2
Arts,History & Strategic Studies,328,11,64.8,68.6,1,2.56,0
Management Sciences,Business Administration,396,8,75.1,68.65,1,3.52,0
Arts,French,173,10,46.42,66.55,1,2.96,0
Arts,Russian,259,3,48.58,67.65,1,2.64,0
Law,Law,322,20,75.85,68.65,1,3.12,2
Dental Sciences,Dentistry,388,25,88.7,77.4,1,3.04,2
Dental Sciences,Dentistry,243,12,55.98,77.4,1,2.72,1
Education,Educational Foundations,232,26,67.0,50.0,1,2.4,2
Education,Education French,148,19,49.5,50.0,1,2.4,0
Engineering,Civil & Environmental Engineering,338,26,83.85,50.0,1,3.12,2
Law,Law,200,11,51.6,68.65,1,3.12,0
Law,Law,141,4,38.83,68.65,1,3.44,0
Clinical Sciences,Physiotherapy,250,15,62.25,73.75,1,3.2,1
Environmental Sciences,Urban & Regional Planning,215,13,55.48,50.0,1,3.12,2
Environmental Sciences,Urban & Regional Planning,251,3,49.17,50.0,1,2.96,0
Environmental Sciences,Urban & Regional Planning,297,6,57.92,50.0,1,2.96,0
Arts,Creative Arts,250,28,74.45,67.05,1,3.04,2
Environmental Sciences,Building,375,14,76.47,50.0,1,3.12,2
Dental Sciences,Dentistry,235,25,70.78,77.4,1,3.28,1
Pharmacy,Pharmacy,240,18,62.0,76.125,1,2.8,1
Basic Medical Sciences,Pharmacology,140,4,39.1,72.625,1,3.52,0
Pharmacy,Pharmacy,368,12,70.0,76.125,1,2.4,1
Management Sciences,Actuarial Science,264,5,53.6,61.875,1,3.12,0
Arts,Russian,194,25,62.85,67.65,1,2.72,0
Environmental Sciences,Estate Management,333,17,74.62,50.0,1,3.2,2
Engineering,Electrical & Electronics Engineering,316,16,71.5,50.0,1,3.2,2
Management Sciences,Actuarial Science,380,22,83.5,61.875,1,2.8,2
Social Sciences,Psychology,200,14,53.8,67.4,1,2.96,1
Management Sciences,Actuarial Science,283,1,51.98,61.875,1,3.12,0
Clinical Sciences,Medicine and Surgery,294,30,81.95,80.8,1,3.04,2
Management Sciences,Business Administration,226,19,62.05,68.65,1,2.96,1
Education,Education Physics,234,18,60.45,50.0,1,2.64,2
Dental Sciences,Dentistry,218,24,67.65,77.4,1,3.28,1
Clinical Sciences,Nursing,206,4,43.75,70.875,1,2.8,0
Engineering,Surveying & Geoinformatics Engineering,343,12,68.88,50.0,1,2.8,2
Dental Sciences,Dentistry,229,9,52.02,77.4,1,2.88,0
Environmental Sciences,Quantity Surveying,172,5,40.5,50.0,1,2.8,0
Social Sciences,Economics,362,1,59.85,69.95,1,2.72,0
Management Sciences,Accounting,230,27,69.35,74.1,1,2.72,1
Engineering,Systems Engineering,168,3,39.6,50.0,1,3.12,0
Arts,Islamic Religious Studies,294,6,58.35,60.225,1,3.12,0
Law,Law,158,3,38.35,68.65,1,3.12,0
Law,Law,260,19,66.3,68.65,1,2.96,1
Environmental Sciences,Building,278,10,60.75,50.0,1,3.2,0
Education,Education Yoruba,359,28,87.28,50.0,1,2.88,2
Pharmacy,Pharmacy,205,19,57.42,76.125,1,2.56,1
Clinical Sciences,Physiotherapy,371,12,73.97,73.75,1,3.12,2
Dental Sciences,Dentistry,306,15,67.65,77.4,1,2.88,1
Dental Sciences,Dentistry,361,30,89.53,77.4,1,2.88,2
Science,Industrial Mathematics,264,20,65.8,50.0,1,2.56,2
Engineering,Civil & Environmental Engineering,210,21,59.25,50.0,1,2.4,2
Science,Cell Biology & Genetics,272,11,61.0,50.0,1,3.2,0
Law,Law,193,5,44.73,68.65,1,3.12,0
Pharmacy,Pharmacy,157,2,36.83,76.125,1,3.04,0
Engineering,Metallurgical & Material Engineering,336,0,56.0,50.0,1,2.8,0
Environmental Sciences,Building,353,10,69.33,50.0,1,3.04,0
Basic Medical Sciences,Pharmacology,371,13,75.38,72.625,1,3.2,2
Arts,History & Strategic Studies,262,28,74.75,68.6,1,2.8,2
Pharmacy,Pharmacy,163,27,61.38,76.125,1,2.8,0
Clinical Sciences,Nursing,162,30,65.85,70.875,1,3.12,0
Pharmacy,Pharmacy,169,28,64.33,76.125,1,3.04,0
Pharmacy,Pharmacy,266,29,78.25,76.125,1,3.2,2
Dental Sciences,Dentistry,343,30,87.28,77.4,1,2.88,2
Environmental Sciences,Quantity Surveying,270,4,52.55,50.0,1,2.96,0
Clinical Sciences,Medicine and Surgery,220,19,60.9,80.8,1,2.88,1
Clinical Sciences,Radiography,324,14,70.1,72.525,1,3.12,1
Social Sciences,Geography,391,19,83.88,50.0,1,3.2,2
Social Sciences,Political Science,348,13,70.1,68.6,1,2.72,2
Dental Sciences,Dentistry,280,8,59.4,77.4,1,3.28,0
Management Sciences,IRPM,400,21,87.4,50.0,1,3.28,2
Dental Sciences,Dentistry,170,12,48.45,77.4,1,3.04,0
Basic Medical Sciences,Physiology,367,8,68.67,71.55,1,2.96,0
Management Sciences,Actuarial Science,287,1,47.67,61.875,1,2.16,0
Law,Law,217,21,60.52,68.65,1,2.48,1
Science,Industrial Mathematics,285,8,61.62,50.0,1,3.6,0
Education,Adult Education,304,8,61.6,50.0,1,3.12,0
Management Sciences,Insurance,248,4,51.0,67.125,1,3.2,0
Clinical Sciences,Nursing,206,13,53.95,70.875,1,3.04,1
Dental Sciences,Dentistry,286,25,72.35,77.4,1,2.32,1
Law,Law,141,9,43.42,68.65,1,3.36,0
Engineering,Computer Engineering,184,8,46.6,50.0,1,3.12,0
Engineering,Chemical & Petroleum Engineering,302,19,72.75,50.0,1,3.2,2
Science,Geology,293,3,53.23,50.0,1,2.72,0
Arts,Linguistic Igbo/Yoruba,267,13,61.58,61.175,1,3.04,2
Clinical Sciences,Nursing,380,24,86.3,70.875,1,2.96,2
Clinical Sciences,Nursing,223,12,54.67,70.875,1,2.96,1
Clinical Sciences,Nursing,237,25,69.42,70.875,1,2.96,1
Basic Medical Sciences,Medical Laboratory Science,187,18,57.38,74.675,1,3.2,0
Engineering,Electrical & Electronics Engineering,341,11,65.22,50.0,1,2.32,0
Dental Sciences,Dentistry,290,19,69.65,77.4,1,2.88,1
