Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,Olevel_Valid,Sittings,Admission_Status,Olevel_Grades
Management Sciences,Accounting,324,200,75.6,55.0,True,1,admitted,"C6, B2, C6, A1, B3"
Pharmacy,Doctor of Pharmacy,273,240,62.95,55.0,True,1,admitted,"C5, C6, C5, B2, C5"
Law,Law,232,240,72.8,55.0,True,1,not admitted,"A1, B2, A1, B2, A1"
Engineering,Mechatronics Engineering,245,220,65.75,65.0,True,1,admitted,"A1, C6, A1, C5, B3"
Arts,History and International Studies,275,180,65.25,67.8,True,1,not admitted,"C5, B3, C4, B3, C6"
Basic Medical Science,Nursing Science,251,150,65.65,55.0,True,1,admitted,"B2, C4, C4, B3, C4"
Communications and Media Studies,Mass Communication,326,220,86.9,66.3,True,1,admitted,"A1, B2, B2, A1, A1"
Environmental Design and Management,Quantity Surveying,235,170,63.25,60.5,True,1,admitted,"A1, C5, C6, B2, B3"
Communications and Media Studies,Journalism,264,150,64.6,64.0,True,1,admitted,"A1, B3, C5, C5, C6"
Arts,Linguistics and Language,170,150,40.5,55.0,True,2,not admitted,"B3, C5, A1, C6, C5"
Education,Mathematics Education,345,150,67.75,55.5,True,2,admitted,"C4, C4, C4, B3, C4"
Environmental Design and Management,Architecture,345,210,81.75,66.25,True,1,admitted,"C5, B3, B2, B3, B2"
Science,Geology,188,150,48.2,59.5,True,1,not admitted,"C6, C6, C6, A1, C6"
Pharmacy,Doctor of Pharmacy,328,240,70.2,55.0,True,2,admitted,"B2, A1, C4, C5, B2"
Science,Industrial Chemistry,257,150,68.55,60.5,True,1,admitted,"C5, B2, C4, B3, A1"
Engineering,Meterials and Metallurgical Engineering,251,150,48.65,55.0,True,2,not admitted,"C6, C6, B3, C6, B3"
Agriculture,Agricultural Economics and Extension,247,150,54.05,57.8,True,2,not admitted,"A1, C4, C4, C5, C4"
Pharmacy,Doctor of Pharmacy,319,240,78.85,55.0,True,1,admitted,"A1, A1, C5, B2, C5"
Education,Chemistry Education,274,150,59.1,55.0,True,2,admitted,"B3, B3, A1, C4, C6"
Science,Mathematics,284,150,73.6,55.5,True,1,admitted,"C4, A1, B3, C4, B2"
Engineering,Agricultural and Bio-Resources Engineering,207,160,57.05,55.0,True,1,admitted,"C5, C6, B2, B2, C4"
Environmental Design and Management,Estate Management,216,160,64.4,57.5,True,1,admitted,"C4, C4, A1, B2, B2"
Engineering,Electrical and Electronics Engineering,331,200,69.65,63.3,True,2,admitted,"A1, A1, C4, C5, C4"
College of Medicine,Medicine and Surgery,290,260,74.5,55.0,True,1,admitted,"B2, B3, C4, B2, B3"
Pharmacy,Doctor of Pharmacy,249,240,68.35,55.0,True,1,admitted,"A1, B3, B3, B3, C4"
Education,Human Kinetics,268,150,56.2,54.9,True,2,admitted,"B2, C5, C5, B2, C5"
Basic Medical Science,Anatomy,197,180,57.55,63.3,True,1,not admitted,"B2, B3, C4, C5, B3"
Arts,Linguistics and Language,263,150,57.45,55.0,True,2,admitted,"B2, A1, C6, B2, C6"
Communications and Media Studies,Broadcasting,216,150,45.4,64.0,True,2,not admitted,"B3, C5, C5, C5, C4"
Arts, English and Literary Studies,166,150,51.9,55.0,True,1,not admitted,"B2, C5, B3, B2, C6"
Law,Law,235,240,52.25,55.0,True,2,not admitted,"A1, B2, C4, C5, C6"
Pharmacy,Doctor of Pharmacy,311,240,62.65,55.0,True,2,admitted,"C5, C5, B3, B2, C4"
Law,Law,168,240,57.2,55.0,True,1,not admitted,"C6, A1, B2, B3, A1"
Agriculture,Hospitality and Tourism Management,181,150,55.15,58.45,True,1,not admitted,"A1, C6, B2, B3, C5"
Science,Biochemistry,162,180,45.3,63.75,True,2,not admitted,"A1, A1, C4, C5, B3"
Communications and Media Studies,Pulic Relations,269,150,60.35,55.0,True,1,admitted,"C6, C5, C5, B3, C6"
Pharmacy,Doctor of Pharmacy,182,240,41.3,55.0,True,2,not admitted,"C5, A1, C6, C4, C5"
Basic Medical Science,Medical Laboratory Science,255,200,62.25,72.3,True,1,not admitted,"B2, C5, C6, C5, B3"
Environmental Design and Management,Quantity Surveying,187,170,49.05,60.5,True,2,not admitted,"B2, C4, C4, B2, B2"
Social Sciences,Psychology,324,150,68.6,64.5,True,2,admitted,"C4, C5, B2, B2, B2"
Education,Human Kinetics,180,150,47.0,54.9,True,2,not admitted,"B3, B2, B3, C4, B3"
College of Medicine,Medicine and Surgery,268,260,67.2,55.0,True,1,admitted,"B3, B3, C5, C5, B2"
Environmental Design and Management,Building,270,170,62.5,57.5,True,1,admitted,"C6, C6, B2, B3, C6"
Engineering,Computer Engineering,350,200,70.5,64.3,True,2,admitted,"B3, A1, C4, C6, B3"
Agriculture,Agricultural Economics and Extension,149,150,36.35,57.8,True,2,not admitted,"C6, C5, B2, C6, B2"
Arts,Theatre and Media Arts,222,200,43.3,65.8,True,2,not admitted,"C6, C6, C4, B3, C6"
Management Sciences,Public Administration,311,160,62.65,55.0,True,2,admitted,"C6, B2, B3, C5, B3"
College of Medicine,Medicine and Surgery,229,260,49.35,55.0,True,2,not admitted,"C5, B3, C4, B3, C5"
Communications and Media Studies,Pulic Relations,202,150,50.3,55.0,True,2,not admitted,"B2, C4, C6, B2, A1"
Education,Physics Education,206,150,44.9,53.6,True,2,not admitted,"C6, A1, B3, C6, C5"
Agriculture,Hospitality and Tourism Management,289,150,66.35,58.45,True,2,admitted,"B3, B3, A1, A1, C4"
Arts,Linguistics and Language,232,150,53.8,55.0,True,2,not admitted,"C6, B3, A1, B3, B3"
Law,Law,273,240,70.95,55.0,True,1,admitted,"B2, B3, C5, A1, C4"
Basic Medical Science,Physiology,249,180,58.35,61.5,True,2,not admitted,"B2, A1, C5, C5, A1"
Social Sciences,Sociology,195,160,51.25,63.95,True,1,not admitted,"C4, C6, C5, C5, B3"
Environmental Design and Management,Urban and Regional Planning,178,150,49.7,56.0,True,1,not admitted,"C5, C6, C4, C6, A1"
Education,Biology Education,247,150,55.05,55.0,True,2,admitted,"C4, C5, A1, B3, C4"
Management Sciences,Finance,235,160,67.25,55.0,True,1,admitted,"B2, A1, C4, A1, C5"
Environmental Design and Management,Quantity Surveying,299,170,69.85,60.5,True,2,admitted,"B2, A1, B3, B2, B2"
Social Sciences,Demography and Social Statistics,212,150,52.8,60.5,True,1,not admitted,"C6, C6, B3, C5, C4"
Law,Law,297,240,70.55,55.0,True,1,admitted,"B3, C4, C4, B3, C5"
Communications and Media Studies,Journalism,254,150,56.1,64.0,True,2,not admitted,"B3, A1, C4, C6, B3"
Agriculture,Agricultural Economics and Extension,329,150,70.35,57.8,True,2,admitted,"C5, B2, C4, A1, B2"
Pharmacy,Doctor of Pharmacy,141,240,48.15,55.0,True,1,not admitted,"C5, C6, A1, C5, A1"
Law,Law,332,240,82.8,55.0,True,1,admitted,"A1, C6, A1, B3, A1"
Communications and Media Studies,Broadcasting,171,150,39.65,64.0,True,2,not admitted,"B3, C6, A1, C6, C5"
Education,Mathematics Education,195,150,46.25,55.5,True,2,not admitted,"B3, B3, B3, C6, B3"
Education,Biology Education,198,150,59.7,55.0,True,1,admitted,"B2, C4, B2, C6, A1"
Education,Biology Education,253,150,64.95,55.0,True,1,admitted,"C4, B3, C4, C4, B3"
Management Sciences,Accounting,189,200,50.35,55.0,True,2,not admitted,"B2, C5, C4, A1, A1"
Law,Law,202,240,41.3,55.0,True,2,not admitted,"C5, C6, C5, C5, B3"
Agriculture,Fisheries and Aquaculture,271,150,71.65,50.3,True,1,admitted,"C4, B3, A1, B2, C4"
Education,Mathematics Education,289,150,58.35,55.5,True,2,admitted,"C4, B2, B2, C6, C6"
Social Sciences,Demography and Social Statistics,300,150,69.0,60.5,True,1,admitted,"C6, C6, B2, C5, B2"
Science,Geology,157,150,54.55,59.5,True,1,not admitted,"C6, A1, B3, B3, A1"
Social Sciences,Geography,344,150,83.6,55.0,True,1,admitted,"A1, A1, C6, B3, B2"
Law,Law,323,240,67.45,55.0,True,2,admitted,"B2, C6, A1, A1, C6"
Management Sciences,Finance,341,160,70.15,55.0,True,2,admitted,"A1, B2, C4, B3, C6"
Basic Medical Science,Anatomy,201,180,43.15,63.3,True,2,not admitted,"A1, C5, C5, C6, C5"
Agriculture,Hospitality and Tourism Management,155,150,54.25,58.45,True,1,not admitted,"B2, C5, A1, B2, C4"
Communications and Media Studies,Pulic Relations,329,150,71.35,55.0,True,2,admitted,"B3, A1, C5, B3, A1"
Science,Mathematics,261,150,63.15,55.5,True,1,admitted,"C5, B3, C5, C4, C4"
Education,Health Education,300,150,77.0,57.95,True,1,admitted,"A1, B3, B2, C6, A1"
College of Medicine,Medicine and Surgery,194,260,45.1,55.0,True,2,not admitted,"B2, B3, C5, B3, C6"
Pharmacy,Doctor of Pharmacy,256,240,54.4,55.0,True,2,not admitted,"C5, B3, C4, C5, B2"
Engineering,Electrical and Electronics Engineering,300,200,76.0,63.3,True,1,admitted,"C5, B3, B2, B3, A1"
Engineering,Electrical and Electronics Engineering,197,200,60.55,63.3,True,1,not admitted,"A1, C4, B3, C4, B2"
Law,Law,190,240,48.5,55.0,True,1,not admitted,"C4, C5, C6, C4, C6"
Management Sciences,Finance,275,160,69.25,55.0,True,1,admitted,"A1, C5, B3, C4, C4"
Agriculture,Water Resources Management and Agrometeorology,201,150,61.15,55.0,True,1,admitted,"C5, A1, B2, A1, C5"
Communications and Media Studies,Broadcasting,227,150,60.05,64.0,True,1,not admitted,"A1, C5, B3, C4, C6"
Social Sciences,Sociology,239,160,69.85,63.95,True,1,admitted,"A1, B3, C5, A1, A1"
Basic Medical Science,Anatomy,241,180,56.15,63.3,True,2,not admitted,"A1, A1, C6, C4, B3"
Agriculture,Agricultural Economics and Extension,347,150,73.05,57.8,True,2,admitted,"C4, C4, B2, B3, A1"
Basic Medical Science,Physiology,272,180,61.8,61.5,True,2,admitted,"B2, B3, C4, C4, A1"
Arts, English and Literary Studies,206,150,60.9,55.0,True,1,admitted,"C4, A1, B2, C6, B2"
Basic Medical Science,Medical Laboratory Science,170,200,43.5,72.3,True,2,not admitted,"B2, C4, C5, C5, A1"
Engineering,Electrical and Electronics Engineering,340,200,71.0,63.3,True,2,admitted,"A1, C6, C5, A1, B2"
Communications and Media Studies,Mass Communication,218,220,61.7,66.3,True,1,not admitted,"B3, C4, A1, C5, B3"
Law,Law,302,240,67.3,55.0,True,1,admitted,"C5, C4, C6, B2, C6"
Agriculture,Animal Production and Health,339,150,67.85,61.3,True,2,admitted,"C5, B2, A1, C5, C5"
Social Sciences,Economics,178,180,43.7,63.75,True,2,not admitted,"B2, A1, C4, C6, C5"
Law,Law,174,240,55.1,55.0,True,1,not admitted,"B3, C4, C4, C4, A1"
Environmental Design and Management,Survey and Geo-informatics,252,150,52.8,55.0,True,2,not admitted,"A1, C5, C5, C4, C5"
Science,Biochemistry,259,180,55.85,63.75,True,2,not admitted,"B2, C5, B3, C6, B2"
Communications and Media Studies,Mass Communication,279,220,57.85,66.3,True,2,not admitted,"C6, B2, C4, A1, C6"
Science,Statistics,183,150,57.45,54.5,True,1,admitted,"A1, C5, B3, C4, B2"
Communications and Media Studies,Pulic Relations,269,150,67.35,55.0,True,1,admitted,"B3, C6, C4, A1, C4"
Engineering,Mechanical Engineering,180,200,58.0,65.0,True,1,not admitted,"B3, A1, C4, C5, A1"
Law,Law,220,240,64.0,55.0,True,1,not admitted,"A1, B2, B2, C5, C4"
Pharmacy,Doctor of Pharmacy,153,240,57.95,55.0,True,1,not admitted,"B2, C4, A1, A1, B2"
Basic Medical Science,Nursing Science,238,150,61.7,55.0,True,1,admitted,"C5, C6, C6, A1, A1"
Science,Zoology,157,150,46.55,55.5,True,2,not admitted,"B2, B2, C4, B2, B2"
Pharmacy,Doctor of Pharmacy,320,240,72.0,55.0,True,1,admitted,"C4, C6, C5, C5, A1"
Management Sciences,Business Administration,150,200,36.5,55.0,True,2,not admitted,"B2, C6, C4, C4, C5"
Environmental Design and Management,Survey and Geo-informatics,152,150,45.8,55.0,True,1,not admitted,"C5, B2, C5, C6, C4"
Pharmacy,Doctor of Pharmacy,277,240,59.55,55.0,True,2,admitted,"C6, B3, C5, A1, B2"
College of Medicine,Medicine and Surgery,281,260,63.15,55.0,True,2,admitted,"C4, A1, C4, C4, A1"
Engineering,Meterials and Metallurgical Engineering,291,150,61.65,55.0,True,2,admitted,"C6, B3, C4, B2, B2"
Agriculture,Hospitality and Tourism Management,203,150,44.45,58.45,True,2,not admitted,"C5, C4, C5, C4, B3"
Social Sciences,Political Science,277,180,62.55,62.5,True,1,admitted,"C4, C5, C5, C4, C6"
Arts, English and Literary Studies,277,150,76.55,55.0,True,1,admitted,"A1, B3, A1, B2, B3"
Social Sciences,Political Science,289,180,66.35,62.5,True,1,admitted,"C5, C4, B3, C6, C4"
Communications and Media Studies,Pulic Relations,239,150,56.85,55.0,True,2,admitted,"B2, B2, B3, B3, C4"
Basic Medical Science,Anatomy,149,180,42.35,63.3,True,2,not admitted,"C4, C6, B2, A1, B2"
College of Medicine,Medicine and Surgery,242,260,58.3,55.0,True,2,not admitted,"C4, C5, A1, A1, B2"
Management Sciences,Business Administration,162,200,41.3,55.0,True,2,not admitted,"A1, C4, C6, A1, C6"
Engineering,Mechanical Engineering,263,200,55.45,65.0,True,2,not admitted,"B3, C6, C5, A1, C4"
Basic Medical Science,Anatomy,206,180,50.9,63.3,True,2,not admitted,"C4, B2, B3, B3, B3"
Communications and Media Studies,Mass Communication,276,220,72.4,66.3,True,1,admitted,"B3, A1, A1, C4, C5"
Law,Law,346,240,67.9,55.0,True,2,admitted,"B2, C4, C5, C6, B2"
Pharmacy,Doctor of Pharmacy,271,240,58.65,55.0,True,2,admitted,"B3, B3, C5, A1, C5"
Law,Law,148,240,39.2,55.0,True,2,not admitted,"C5, C4, B3, B2, C4"
Engineering,Computer Engineering,339,200,80.85,64.3,True,1,admitted,"B2, B3, C5, B2, B3"
Science,Geology,328,150,62.2,59.5,True,2,admitted,"B3, C6, C5, C4, C4"
Engineering,Meterials and Metallurgical Engineering,173,150,43.95,55.0,True,2,not admitted,"B3, A1, C6, C4, B3"
Pharmacy,Doctor of Pharmacy,221,240,51.15,55.0,True,1,not admitted,"C5, C6, C6, C4, C6"
Pharmacy,Doctor of Pharmacy,299,240,69.85,55.0,True,1,admitted,"B3, C4, B3, C5, C5"
Engineering,Mechanical Engineering,315,200,65.25,65.0,True,2,admitted,"C5, B3, B2, B3, C4"
Communications and Media Studies,Mass Communication,145,220,36.75,66.3,True,2,not admitted,"A1, C5, B3, C6, C5"
College of Medicine,Medicine and Surgery,188,260,48.2,55.0,True,2,not admitted,"B3, C4, C6, A1, A1"
Environmental Design and Management,Building,149,170,53.35,57.5,True,1,not admitted,"B2, A1, C6, A1, C4"
Arts,Linguistics and Language,193,150,51.95,55.0,True,1,not admitted,"B3, C4, C4, C6, C5"
Education,Biology Education,249,150,58.35,55.0,True,2,admitted,"B2, B2, B3, A1, C6"
Pharmacy,Doctor of Pharmacy,168,240,48.2,55.0,True,2,not admitted,"B3, A1, C4, B3, A1"
Basic Medical Science,Anatomy,203,180,53.45,63.3,True,1,not admitted,"C6, C5, C4, B3, C4"
College of Medicine,Medicine and Surgery,329,260,78.35,55.0,True,1,admitted,"A1, B2, B3, C4, C6"
Arts,Linguistics and Language,340,150,69.0,55.0,True,2,admitted,"B3, B3, C4, B2, C5"
Education,Biology Education,314,150,64.1,55.0,True,2,admitted,"A1, C5, C4, B2, C6"
Education,Mathematics Education,279,150,59.85,55.5,True,2,admitted,"C4, C6, A1, A1, C5"
Law,Law,280,240,64.0,55.0,True,2,admitted,"A1, B2, C5, B3, B2"
Agriculture,Food Science and Technology,199,150,45.85,58.0,True,2,not admitted,"B3, C4, C5, A1, C6"
Environmental Design and Management,Estate Management,271,160,65.65,57.5,True,1,admitted,"A1, C5, C6, B3, C5"
Agriculture,Food Science and Technology,236,150,66.4,58.0,True,1,admitted,"C4, B3, C5, A1, A1"
Communications and Media Studies,Mass Communication,291,220,70.65,66.3,True,1,admitted,"C6, C5, A1, C5, A1"
College of Medicine,Medicine and Surgery,322,260,73.3,55.0,True,1,admitted,"C6, B3, C4, A1, C6"
Pharmacy,Doctor of Pharmacy,173,240,42.95,55.0,True,2,not admitted,"A1, C6, B3, C6, B2"
Environmental Design and Management,Survey and Geo-informatics,203,150,68.45,55.0,True,1,admitted,"B2, A1, A1, A1, B2"
Education,Library and Information Science,317,150,72.55,64.5,True,1,admitted,"C4, A1, C5, C5, C5"
Environmental Design and Management,Survey and Geo-informatics,179,150,55.85,55.0,True,1,admitted,"B2, B3, A1, C6, C4"
Engineering,Electrical and Electronics Engineering,179,200,52.85,63.3,True,1,not admitted,"C4, B3, B3, C6, B3"
Management Sciences,Business Administration,158,200,52.7,55.0,True,1,not admitted,"B3, C6, A1, C4, B2"
Social Sciences,Sociology,317,160,66.55,63.95,True,2,admitted,"B3, B2, C5, A1, C5"
Education,Human Kinetics,196,150,57.4,54.9,True,1,admitted,"C5, C6, B3, A1, B2"
Education,Mathematics Education,309,150,67.35,55.5,True,2,admitted,"B3, C4, A1, C4, B2"
College of Medicine,Medicine and Surgery,209,260,36.35,55.0,True,2,not admitted,"C6, C6, C6, C6, C6"
Social Sciences,Demography and Social Statistics,312,150,69.8,60.5,True,2,admitted,"A1, A1, A1, C5, C4"
Pharmacy,Doctor of Pharmacy,162,240,41.3,55.0,True,2,not admitted,"C4, C4, C6, A1, B3"
Engineering,Agricultural and Bio-Resources Engineering,235,160,59.25,55.0,True,1,admitted,"C4, C5, B2, C6, C4"
Science,Industrial Chemistry,148,150,45.2,60.5,True,2,not admitted,"A1, B3, C5, B2, A1"
Law,Law,198,240,41.7,55.0,True,2,not admitted,"C5, C4, B3, C5, C6"
Agriculture,Water Resources Management and Agrometeorology,156,150,54.4,55.0,True,1,not admitted,"B2, B2, A1, C4, C5"
Management Sciences,Finance,168,160,40.2,55.0,True,2,not admitted,"A1, C6, C6, A1, C6"
Engineering,Electrical and Electronics Engineering,221,200,51.15,63.3,True,2,not admitted,"C5, A1, C5, C4, B2"
Education,Guidance and Counselling,188,150,58.2,59.05,True,1,not admitted,"C5, B2, A1, A1, C6"
Environmental Design and Management,Architecture,174,210,55.1,66.25,True,1,not admitted,"B3, B3, C4, B2, C4"
Law,Law,313,240,57.95,55.0,True,2,admitted,"C6, C4, C6, B3, C5"
Arts,Linguistics and Language,287,150,57.05,55.0,True,2,admitted,"C6, C4, C6, B2, B3"
Basic Medical Science,Physiology,227,180,58.05,61.5,True,1,not admitted,"B2, C5, B2, C6, C6"
Social Sciences,Psychology,202,150,64.3,64.5,True,1,not admitted,"A1, C4, A1, C4, A1"
Science,Computer Science,171,200,43.65,65.3,True,2,not admitted,"C4, A1, C4, B2, C6"
Management Sciences,Accounting,161,200,51.15,55.0,True,1,not admitted,"A1, C4, C5, C5, B3"
Education,Physics Education,183,150,54.45,53.6,True,1,admitted,"B2, C6, C5, B2, B3"
Agriculture,Fisheries and Aquaculture,285,150,57.75,50.3,True,2,admitted,"A1, C5, B3, C5, C6"
Basic Medical Science,Physiology,341,180,83.15,61.5,True,1,admitted,"B2, B2, C4, A1, C4"
Engineering,Civil Engineering,348,200,76.2,65.0,True,1,admitted,"C4, C6, C4, B3, C4"
Management Sciences,Business Administration,212,200,58.8,55.0,True,1,admitted,"C5, B2, A1, C6, C4"
Environmental Design and Management,Urban and Regional Planning,211,150,42.65,56.0,True,2,not admitted,"C4, C6, C6, C6, B2"
Management Sciences,Business Administration,208,200,44.2,55.0,True,2,not admitted,"C6, B3, C6, C5, B2"
Science,Botany,184,150,58.6,53.5,True,1,admitted,"C4, B3, A1, C4, B2"
Basic Medical Science,Anatomy,349,180,75.35,63.3,True,2,admitted,"B2, B2, A1, B3, C4"
Environmental Design and Management,Quantity Surveying,293,170,60.95,60.5,True,2,admitted,"B2, A1, C4, C5, C6"
Engineering,Mechanical Engineering,162,200,48.3,65.0,True,1,not admitted,"C6, C4, B2, B3, C6"
Education,Library and Information Science,209,150,45.35,64.5,True,2,not admitted,"C6, C5, C6, B2, B2"
Communications and Media Studies,Pulic Relations,207,150,56.05,55.0,True,1,admitted,"A1, B2, C6, C6, C5"
Agriculture,Food Science and Technology,264,150,64.6,58.0,True,1,admitted,"B3, C6, C5, C5, A1"
Engineering,Civil Engineering,350,200,68.5,65.0,True,2,admitted,"C6, C6, C5, A1, A1"
Law,Law,250,240,56.5,55.0,True,2,admitted,"B3, C5, A1, A1, C6"
Engineering,Electrical and Electronics Engineering,318,200,73.7,63.3,True,1,admitted,"C4, C6, B2, A1, C6"
Management Sciences,Public Administration,338,160,79.7,55.0,True,2,admitted,"A1, A1, A1, A1, B2"
Arts, English and Literary Studies,267,150,59.05,55.0,True,1,admitted,"C4, C4, C6, C6, C6"
Agriculture,Water Resources Management and Agrometeorology,313,150,67.95,55.0,True,2,admitted,"B3, B3, B2, B3, B3"
Arts,Linguistics and Language,206,150,60.9,55.0,True,1,admitted,"B3, B2, A1, C4, C5"
Arts, English and Literary Studies,346,150,71.9,55.0,True,2,admitted,"C6, B2, B2, C4, A1"
Environmental Design and Management,Urban and Regional Planning,276,150,54.4,56.0,True,2,not admitted,"A1, C5, C6, C4, C6"
Arts,History and International Studies,317,180,65.55,67.8,True,2,not admitted,"C6, A1, C5, B3, B2"
Arts, English and Literary Studies,347,150,80.05,55.0,True,1,admitted,"C4, B2, B2, C6, B3"
Education,Library and Information Science,216,150,64.4,64.5,True,1,not admitted,"A1, C4, C4, B3, A1"
Agriculture,Fisheries and Aquaculture,271,150,66.65,50.3,True,1,admitted,"C5, C6, B2, C5, A1"
Social Sciences,Political Science,244,180,62.6,62.5,True,1,admitted,"B3, C6, C4, C5, A1"
Social Sciences,Political Science,284,180,74.6,62.5,True,1,admitted,"A1, B2, C5, B3, B2"
Basic Medical Science,Anatomy,300,180,72.0,63.3,True,1,admitted,"A1, B2, C5, C6, C4"
Management Sciences,Accounting,248,200,48.2,55.0,True,2,not admitted,"C4, C4, C6, C6, C4"
Science,Statistics,269,150,59.35,54.5,True,2,admitted,"B3, C5, A1, A1, C6"
Engineering,Meterials and Metallurgical Engineering,243,150,64.45,55.0,True,1,admitted,"C4, B3, C4, B2, C4"
Arts,Linguistics and Language,333,150,64.95,55.0,True,2,admitted,"C6, A1, C4, C4, C5"
