<<<<<<< HEAD
faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Engineering,Aeronautical and Astronautical Engineering,203,67.38,True,admitted,"C4, C5, A1, A1, B2"
Education,Christian Religious Studies Education,224,64.0,False,not admitted,"C6, B3, B3, C6, A1"
Social Sciences,Political Science,347,79.38,True,admitted,"C5, B2, C6, B3, B3"
Environmental Science,Quantity Surveying,352,84.0,False,not admitted,"A1, A1, C5, C4, C4"
Scool of Library Archival and Information Science,Library and information Science,279,75.88,True,admitted,"B3, B2, C5, B3, A1"
Social Sciences,Economics,138,49.25,True,not admitted,"C5, C5, C5, B2, C6"
Agriculture,Animal Science,197,61.62,False,not admitted,"A1, B2, C6, C5, C4"
Agriculture,Agricultural Economics,312,71.0,True,admitted,"C6, C5, B3, C5, C4"
Education,Early Childhood Education,382,85.75,True,admitted,"B2, B3, B3, B3, C6"
Communication and Media Studies,Mass Communication,326,73.75,True,admitted,"B2, C6, C4, C5, C5"
Scool of Library Archival and Information Science,Library and information Science,320,79.0,False,not admitted,"B3, A1, B3, B3, C6"
Social Sciences,Political Science,397,88.62,True,admitted,"B2, C5, A1, C4, C4"
Engineering,Mechanical Engineering,211,61.38,True,admitted,"C6, B2, C6, A1, C5"
Social Sciences,Sociology,134,64.75,False,not admitted,"B2, B2, A1, A1, A1"
Science,Chemistry,325,80.62,True,admitted,"B2, B3, B3, C6, A1"
Arts,French,177,57.12,False,not admitted,"C4, C4, C6, C4, B2"
Social Sciences,Political Science,398,87.75,False,not admitted,"A1, C6, A1, B3, C6"
Science,Chemistry,133,50.62,True,not admitted,"A1, C5, C6, C4, C5"
Social Sciences,Economics,235,65.38,True,admitted,"C4, C5, B2, C6, B2"
Scool of Transport,Transport Management and Operations,199,61.88,True,admitted,"A1, C6, C4, C4, B3"
Scool of Library Archival and Information Science,Library and information Science,159,58.88,True,not admitted,"C5, C4, A1, B3, B3"
Education,Political Science Education,397,90.62,True,admitted,"A1, A1, B3, B3, C6"
Environmental Science,Industrial Design,127,47.88,True,not admitted,"C4, C5, C4, C5, C5"
College of MEdicine,Radiography & Radiation Science,260,71.5,False,not admitted,"A1, B3, C6, B2, C4"
Engineering,Aeronautical and Astronautical Engineering,190,55.75,True,not admitted,"C5, C4, B2, C6, C6"
Law,Common/Civil Law,177,59.12,True,not admitted,"B2, C4, C4, C5, B3"
Engineering,Civil Engineering,142,54.75,False,not admitted,"B2, C5, C6, B3, B2"
Science,Fisheries and Aquatic Biology,291,74.38,True,admitted,"B2, C5, C6, B2, B2"
Scool of Transport,Transport Management and Operations,356,84.5,True,admitted,"B3, C5, B2, A1, C4"
Law,Common/Civil Law,294,77.75,True,admitted,"A1, C4, C4, B2, B3"
Arts,Islamic Studies,218,65.25,True,admitted,"B2, B3, C4, C6, B2"
College of MEdicine,Nursing,251,72.38,True,admitted,"A1, C6, B2, B2, B3"
Management Sciences,Banking and Finance,214,70.75,True,admitted,"B2, A1, B2, A1, C5"
Communication and Media Studies,Mass Communication,319,67.88,True,admitted,"C6, C5, C4, C6, C6"
Environmental Science,Architecture,163,54.38,True,not admitted,"B2, C5, C6, C4, C4"
Scool of Library Archival and Information Science,Library and information Science,262,65.75,True,admitted,"C4, C6, A1, C6, C5"
Scool of Library Archival and Information Science,Library and information Science,279,71.88,True,admitted,"B2, C6, C5, C4, A1"
Communication and Media Studies,Mass Communication,228,64.5,True,admitted,"C4, C4, B3, B3, C5"
Engineering,Electronic and Computer Engineering,239,71.88,False,not admitted,"B2, C4, B3, A1, B3"
Engineering,Aeronautical and Astronautical Engineering,315,72.38,True,admitted,"C6, C4, A1, C6, C5"
Social Sciences,Economics,259,68.38,False,not admitted,"C5, B2, C5, A1, C6"
Environmental Science,Fine Arts,366,86.75,True,admitted,"B3, B2, C4, B3, B2"
Environmental Science,Urban and Regional Planning,290,78.25,False,not admitted,"C4, A1, B2, A1, C5"
Management Sciences,Business Administration,347,79.38,False,not admitted,"B3, C6, B2, B2, C6"
Engineering,Mechanical Engineering,282,71.25,True,admitted,"C5, C4, B2, B3, C5"
Scool of Transport,Transport Management and Operations,283,78.38,True,admitted,"B3, B2, B2, C4, A1"
Management Sciences,Insurance,366,80.75,False,not admitted,"C5, C5, C4, C5, A1"
Management Sciences,Insurance,350,77.75,False,not admitted,"C5, B3, C5, B3, C5"
Communication and Media Studies,Mass Communication,306,74.25,False,not admitted,"C6, C6, B2, C4, A1"
Science,Biochemistry,178,58.25,True,not admitted,"C5, A1, C5, C5, B3"
Social Sciences,Economics,184,65.0,False,not admitted,"B3, A1, B2, B2, C5"
Agriculture,Agricultural Extension & Rural Development,183,58.88,True,not admitted,"C6, B2, C6, A1, C4"
Communication and Media Studies,Mass Communication,266,65.25,True,admitted,"C5, B2, C5, C5, C6"
Management Sciences,Accounting,142,57.75,True,not admitted,"B3, B2, C5, B2, B3"
Agriculture,Crop Production,162,57.25,False,not admitted,"C6, B2, C6, B2, B2"
Management Sciences,Business Administration,257,67.12,False,not admitted,"B2, A1, C6, C6, C5"
Social Sciences,Political Science,207,60.88,True,admitted,"C6, B2, B2, C5, C5"
Communication and Media Studies,Mass Communication,168,50.0,True,not admitted,"C6, C6, C5, C4, C5"
Engineering,Mechanical Engineering,165,50.62,False,not admitted,"C5, C5, B3, C6, C6"
Social Sciences,Political Science,352,84.0,True,admitted,"A1, B2, C5, C4, B3"
Social Sciences,Sociology,304,80.0,True,admitted,"A1, B3, C4, C4, A1"
Communication and Media Studies,Mass Communication,269,66.62,True,admitted,"C6, C5, B2, C5, C4"
Engineering,Mechanical Engineering,235,61.38,True,admitted,"B2, C5, C6, C4, C6"
Arts,Christian Religious Studies,143,54.88,True,not admitted,"B2, C5, C5, C4, B2"
Science,Microbiology,292,67.5,True,admitted,"B3, C5, C6, C5, C5"
Arts,Linguistics,246,69.75,True,admitted,"A1, C5, C4, A1, C5"
Scool of Transport,Transport Management and Operations,295,77.88,True,admitted,"B2, C4, A1, A1, C6"
Scool of Transport,Logistics and Supply Chain Management,290,72.25,True,admitted,"B3, C6, A1, C4, C5"
Communication and Media Studies,Mass Communication,267,70.38,True,admitted,"C6, C4, A1, A1, C6"
Scool of Library Archival and Information Science,Library and information Science,287,72.88,False,not admitted,"A1, C5, C4, B3, C5"
Management Sciences,Business Administration,392,83.0,True,admitted,"C4, B3, B2, C6, C6"
Agriculture,Animal Science,238,63.75,True,admitted,"C6, C4, B3, C4, C4"
College of MEdicine,Pharmacy,159,60.88,True,not admitted,"A1, C4, C6, A1, B2"
Management Sciences,Project Management,349,84.62,True,admitted,"B2, C5, B2, B3, B2"
Education,Economics Education,178,59.25,False,not admitted,"C5, B3, C5, B2, B3"
Engineering,Aeronautical and Astronautical Engineering,150,56.75,False,not admitted,"C4, A1, A1, C6, C5"
College of MEdicine,Pharmacology,219,72.38,True,admitted,"A1, A1, C5, A1, B2"
Management Sciences,Industrial Relations and Human Resouce Management,307,77.38,True,admitted,"C4, C5, B2, B3, B2"
Education,Computer Science Education,139,57.38,False,not admitted,"A1, C6, C4, A1, B3"
Agriculture,Agricultural Economics,222,62.75,True,admitted,"C6, C5, C4, B3, B2"
Engineering,Civil Engineering,126,53.75,True,not admitted,"B3, B3, C5, B2, C4"
College of MEdicine,Physiology,331,80.38,True,admitted,"C4, C6, B2, B2, B2"
Education,Chemistry Education,232,69.0,False,not admitted,"A1, C4, B2, B3, C5"
Education,Yoruba Education,365,83.62,False,not admitted,"B2, C4, B2, C6, B3"
Scool of Library Archival and Information Science,Library and information Science,190,66.75,False,not admitted,"A1, C6, B3, A1, A1"
Management Sciences,Taxation,154,57.25,True,not admitted,"C6, B2, C5, B3, A1"
Scool of Library Archival and Information Science,Library and information Science,346,82.25,True,admitted,"B2, A1, C5, C6, B2"
Agriculture,Agricultural Economics,139,56.38,False,not admitted,"B3, A1, C4, B2, C6"
Arts,Yoruba,227,67.38,False,not admitted,"B3, C4, B3, B3, B3"
Engineering,Mechanical Engineering,277,74.62,False,not admitted,"A1, C4, B2, C6, B2"
Science,Computer Science,275,71.38,True,admitted,"C4, A1, C5, B3, C5"
Education,Early Childhood Education,204,60.5,True,admitted,"C6, C6, B2, C4, B2"
Environmental Science,Estate Management,330,74.25,True,admitted,"B3, C4, C6, C4, C5"
Agriculture,Agricultural Economics,356,86.5,True,admitted,"C4, B2, C5, A1, A1"
Environmental Science,Urban and Regional Planning,334,81.75,False,not admitted,"C4, B2, B3, B2, C4"
Engineering,Electronic and Computer Engineering,349,85.62,True,admitted,"B3, A1, A1, C5, B3"
Law,Common/Civil Law,289,70.12,False,not admitted,"B3, C4, C4, C5, C5"
College of MEdicine,Dentistry,362,80.25,True,admitted,"C5, B3, C4, B2, C6"
Agriculture,Animal Science,201,66.12,True,admitted,"B3, B2, B2, B2, C5"
Scool of Library Archival and Information Science,Library and information Science,390,84.75,False,not admitted,"C6, B3, C4, C5, A1"
Communication and Media Studies,Mass Communication,314,74.25,True,admitted,"C6, C6, B3, A1, C4"
Management Sciences,Business Administration,313,83.12,True,admitted,"A1, B2, A1, A1, C6"
Education,Arabic Education,372,86.5,True,admitted,"A1, A1, C5, B3, C5"
Social Sciences,Economics,271,69.88,False,not admitted,"C6, C5, A1, C6, A1"
Management Sciences,Accounting,191,58.88,False,not admitted,"C4, C5, C6, A1, C4"
Scool of Library Archival and Information Science,Library and information Science,260,66.5,True,admitted,"C4, B3, B2, C6, C6"
Engineering,Electronic and Computer Engineering,281,72.12,False,not admitted,"C5, B3, C4, B2, C4"
Management Sciences,Public Administration,389,90.62,False,not admitted,"C4, B2, A1, A1, C5"
Scool of Transport,Logistics and Supply Chain Management,235,74.38,True,admitted,"C4, B2, A1, B2, A1"
Management Sciences,Project Management,369,89.12,True,admitted,"A1, B2, B3, B3, B3"
Communication and Media Studies,Mass Communication,190,58.75,False,not admitted,"C6, B2, A1, C5, C6"
Science,Zoology,397,85.62,False,not admitted,"B3, C5, B2, B3, C6"
Communication and Media Studies,Mass Communication,385,90.12,True,admitted,"B2, B3, C6, A1, A1"
College of MEdicine,Radiography & Radiation Science,239,66.88,True,admitted,"A1, C6, C5, C5, A1"
Arts,French,200,59.0,True,admitted,"B3, C5, C6, B2, C5"
Communication and Media Studies,Mass Communication,344,81.0,True,admitted,"A1, C6, A1, C4, C5"
Agriculture,Agricultural Extension & Rural Development,338,82.25,True,admitted,"C5, C4, B2, B3, A1"
Science,Microbiology,136,54.0,True,not admitted,"C4, C5, A1, C5, B3"
College of MEdicine,Radiography & Radiation Science,260,69.5,True,admitted,"B2, A1, C6, C5, C4"
Communication and Media Studies,Mass Communication,157,57.62,True,not admitted,"B3, B3, C5, C5, A1"
Science,Botany,245,67.62,True,admitted,"C5, C4, B3, C5, A1"
Environmental Science,Urban and Regional Planning,313,70.12,True,admitted,"C4, C5, C5, C6, C4"
Environmental Science,Industrial Design,280,82.0,True,admitted,"A1, A1, B3, A1, B2"
Science,Fisheries and Aquatic Biology,271,73.88,True,admitted,"B2, B2, A1, C6, C4"
Social Sciences,Psychology,195,66.38,True,admitted,"C5, A1, A1, B3, B3"
Agriculture,Crop Production,214,62.75,True,admitted,"C4, B3, C5, C6, A1"
Engineering,Industrial Enginerring,278,76.75,False,not admitted,"C5, B2, B2, A1, B3"
Law,Common/Civil Law,227,69.38,True,admitted,"A1, C5, C5, A1, B2"
Arts,French,238,61.75,True,admitted,"C4, C4, C4, C5, C6"
Arts,English Language,383,89.88,True,admitted,"B3, B2, B2, B3, B3"
Scool of Transport,Transport Management and Operations,131,55.38,False,not admitted,"A1, A1, C5, C4, C5"
Scool of Transport,Logistics and Supply Chain Management,195,61.38,True,admitted,"C5, C6, A1, C4, B2"
Arts,French,370,86.25,False,not admitted,"A1, C4, B3, C6, A1"
Law,Common/Civil Law,144,56.0,True,not admitted,"B3, C4, C6, B2, B2"
Law,Common/Civil Law,317,72.62,True,admitted,"C6, B3, B3, C4, C6"
Scool of Transport,Logistics and Supply Chain Management,385,88.12,False,not admitted,"C4, B3, B2, B2, C4"
Social Sciences,Psychology,193,61.12,False,not admitted,"B3, B2, C5, B3, C5"
College of MEdicine,Physiology,386,91.25,True,admitted,"A1, C5, A1, C4, A1"
Engineering,Civil Engineering,275,76.38,True,admitted,"B2, B2, A1, C6, B2"
Management Sciences,Banking and Finance,282,76.25,False,not admitted,"A1, C6, B2, B2, B3"
Environmental Science,Survey and Geo-Informatics,251,71.38,False,not admitted,"B2, C4, A1, B2, C6"
Environmental Science,Fine Arts,194,67.25,True,not admitted,"B3, B3, A1, A1, C4"
College of MEdicine,Medicine & Surgery,160,57.0,True,not admitted,"C4, C4, C5, A1, C4"
Agriculture,Crop Production,137,56.12,True,not admitted,"B3, C4, B3, C5, A1"
Law,Common/Civil Law,183,59.88,False,not admitted,"B3, C5, C5, A1, C4"
College of MEdicine,Medicine & Surgery,382,83.75,True,admitted,"C4, A1, C4, C4, C6"
College of MEdicine,Dentistry,353,87.12,True,admitted,"C6, A1, A1, B3, A1"
Engineering,Mechanical Engineering,244,71.5,True,admitted,"A1, A1, C4, B3, C5"
Social Sciences,Economics,130,54.25,True,not admitted,"B2, C6, A1, B2, C6"
Arts,Music,394,80.25,True,admitted,"C4, B3, C5, C6, C6"
Communication and Media Studies,Mass Communication,383,89.88,True,admitted,"C4, A1, B3, B2, B3"
Agriculture,Crop Production,366,77.75,True,admitted,"B3, B3, C6, C6, C5"
Agriculture,Agricultural Economics,253,64.62,False,not admitted,"C6, C6, B3, C5, B2"
Agriculture,Crop Production,311,80.88,True,admitted,"A1, C5, B2, A1, C4"
Scool of Transport,Logistics and Supply Chain Management,400,89.0,True,admitted,"B2, A1, C4, B3, C6"
Scool of Library Archival and Information Science,Library and information Science,139,53.38,True,not admitted,"C6, B3, B3, B3, C4"
Scool of Library Archival and Information Science,Library and information Science,315,79.38,False,not admitted,"A1, B3, C6, C4, A1"
Science,Fisheries and Aquatic Biology,161,64.12,False,not admitted,"B2, B2, C5, A1, A1"
Arts,Philosophy,311,69.88,False,not admitted,"A1, C6, C5, C6, C6"
Arts,Music,370,86.25,False,not admitted,"B2, B3, B3, A1, C6"
Social Sciences,Sociology,132,50.5,True,not admitted,"C5, C6, C6, B3, A1"
Law,Common/Civil Law,139,52.38,False,not admitted,"C4, C5, C5, B3, B3"
Law,Common/Islamic Law,231,61.88,True,admitted,"C5, C6, B2, C5, C4"
Management Sciences,Industrial Relations and Human Resouce Management,187,67.38,True,not admitted,"C5, B3, A1, A1, A1"
Communication and Media Studies,Mass Communication,336,80.0,False,not admitted,"C6, C4, B2, B3, B2"
Scool of Transport,Transport Management and Operations,189,65.62,False,not admitted,"C4, C5, A1, A1, B2"
Environmental Science,Estate Management,273,70.12,True,admitted,"A1, C6, C4, B3, C5"
Agriculture,Crop Production,126,51.75,True,not admitted,"C6, A1, C6, C4, B2"
Education,Early Childhood Education,220,62.5,True,admitted,"C5, C5, B3, C6, A1"
Environmental Science,Quantity Surveying,386,87.25,False,not admitted,"B2, C5, C4, C4, A1"
Science,Biochemistry,337,84.12,True,admitted,"B2, B2, B3, C5, A1"
Communication and Media Studies,Mass Communication,198,66.75,True,admitted,"B3, C4, A1, B3, B2"
Scool of Transport,Transport Management and Operations,256,74.0,True,admitted,"C4, A1, C4, B2, B2"
Law,Common/Islamic Law,166,59.75,True,not admitted,"A1, B2, C4, C6, B3"
Management Sciences,Local Government Development and Administration,216,63.0,True,admitted,"C5, B2, B2, C6, C4"
College of MEdicine,Medicine & Surgery,316,84.5,True,admitted,"A1, B3, B2, B2, B2"
Environmental Science,Building,235,74.38,True,admitted,"B2, B2, B2, B2, B2"
Arts,Yoruba,224,60.0,True,admitted,"C5, C6, C4, C5, B3"
Agriculture,Animal Science,390,86.75,False,not admitted,"B2, B2, C6, C5, B2"
Environmental Science,Architecture,183,60.88,True,not admitted,"C5, B2, C4, C4, B2"
Law,Common/Islamic Law,394,83.25,True,admitted,"C4, C5, B3, C5, C4"
Science,Zoology,341,72.62,True,admitted,"C5, C4, C4, C6, C6"
Environmental Science,Fine Arts,244,65.5,False,not admitted,"B2, C6, B2, C5, C5"
Environmental Science,Estate Management,337,80.12,True,admitted,"C4, B2, C6, B3, B2"
Arts,French,339,70.38,True,admitted,"C6, C6, C4, C6, C5"
Scool of Transport,Transport Management and Operations,300,74.5,True,admitted,"C4, A1, C6, C4, B3"
Environmental Science,Estate Management,232,59.0,True,admitted,"C5, C6, C6, B3, C5"
Scool of Transport,Logistics and Supply Chain Management,282,73.25,False,not admitted,"B3, B3, B3, C6, B2"
Agriculture,Animal Science,139,55.38,True,not admitted,"B2, C5, C6, A1, B3"
Communication and Media Studies,Mass Communication,149,54.62,False,not admitted,"A1, B3, C6, B3, C6"
Management Sciences,Accounting,335,74.88,True,admitted,"C5, C4, C5, C4, C4"
Arts,Philosophy,140,57.5,True,not admitted,"B2, B2, B2, C4, C5"
Law,Common/Islamic Law,128,49.0,True,not admitted,"C6, C5, B2, C6, B3"
Scool of Library Archival and Information Science,Library and information Science,185,60.12,True,not admitted,"C4, C4, C4, C4, B2"
Engineering,Civil Engineering,243,69.38,False,not admitted,"C5, A1, C6, B3, A1"
Law,Common/Civil Law,391,88.88,True,admitted,"C4, C5, B2, B3, A1"
Communication and Media Studies,Mass Communication,227,66.38,True,admitted,"A1, C5, C4, A1, C6"
Arts,Peace Studies,173,57.62,False,not admitted,"B3, C6, C4, A1, C5"
Arts,Islamic Studies,157,51.62,True,not admitted,"C6, C4, C6, C5, B2"
Management Sciences,Project Management,389,86.62,False,not admitted,"B3, C4, A1, C5, C4"
Scool of Library Archival and Information Science,Library and information Science,160,58.0,False,not admitted,"C5, B2, C4, C4, B2"
Scool of Transport,Transport Management and Operations,206,56.75,True,admitted,"C6, C5, C6, C5, B2"
Environmental Science,Quantity Surveying,298,76.25,True,admitted,"B2, B2, C6, C4, B2"
Environmental Science,Survey and Geo-Informatics,382,82.75,False,not admitted,"B3, C6, B3, C6, B2"
College of MEdicine,Dentistry,210,66.25,True,admitted,"B3, A1, C4, A1, C6"
