Faculty,Department,UTME_Score,Screening_Score,Olevel_Valid,olevel_avg_points,admitted_numeric
Arts,History & International Studies,243,67.45,1,6.2,1
Agricultural Science,"Crop, Horticulture and Landscape Design",279,62.85,0,4.2,0
Management Sciences,Banking and Finance,191,42.65,0,2.8,0
Social Sciences,Geography and Planning Science,382,86.3,1,5.8,1
Agricultural Science,Animal Production & Health Sciences,248,63.2,0,5.2,0
Management Sciences,Business Administration,226,61.9,0,5.6,0
Management Sciences,Industrial Relations and Personnel Management,273,68.95,1,5.6,1
Management Sciences,Accounting,359,78.85,1,5.0,1
Law,Law,310,77.5,0,6.2,0
Education,Yoruba Education,346,76.9,0,5.0,0
Social Sciences,Political Science,380,81.0,1,4.8,1
Agricultural Science,Agricultural Economics and Extension Services,140,42.0,0,4.2,0
Arts,English & Literary Studies,341,77.15,0,5.2,0
Arts,Religious Studies,283,69.45,0,5.4,0
Science,Geology,186,51.9,0,4.8,0
Arts,French,256,62.4,1,4.8,1
Education,Electrical/Electronic Technology,270,67.5,0,5.4,0
Education,Educational Management,198,53.7,1,4.8,1
Science,Science Laboratory Technology,261,58.15,0,3.8,0
Law,Law,190,51.5,0,4.6,0
Engineering,Mechanical Engineering,329,69.35,0,4.0,0
Medicine,Medicine and Surgery,323,76.45,1,5.6,1
Science,Industrial Chemistry,233,60.95,0,5.2,0
Management Sciences,Industrial Relations and Personnel Management,265,65.75,1,5.2,1
Social Sciences,Sociology,389,82.35,0,4.8,0
Medicine,Nursing,335,79.25,1,5.8,1
Management Sciences,Marketing,385,81.75,0,4.8,0
Law,Law,378,85.7,0,5.8,0
Law,Law,286,69.9,0,5.4,0
Medicine,Physiology,229,64.35,1,6.0,1
Medicine,Medicine and Surgery,186,49.9,1,4.4,0
Management Sciences,Insurance,213,61.95,0,6.0,0
Agricultural Science,Fisheries and Aquaculture Management,197,56.55,1,5.4,1
Arts,Islamic Religious Studies/Arabic,332,70.8,0,4.2,0
Engineering,Mechanical Engineering,343,80.45,1,5.8,1
Law,Law,354,71.1,0,3.6,0
Medicine,Medicine and Surgery,146,44.9,0,4.6,0
Science,Geology,215,60.25,1,5.6,1
Management Sciences,Entrepreneurship,272,63.8,1,4.6,1
Arts,History & International Studies,336,61.4,0,2.2,0
Social Sciences,Environmental Management,207,60.05,0,5.8,0
Management Sciences,Entrepreneurship,265,65.75,1,5.2,1
Law,Law,146,45.9,0,4.8,0
Engineering,Computer Engineering,384,77.6,1,4.0,1
Engineering,Computer Engineering,392,85.8,1,5.4,1
Social Sciences,Environmental Management,331,75.65,1,5.2,1
Education,Human Kinetics/Physical & Health Education,350,77.5,1,5.0,1
Social Sciences,Psychology,308,79.2,1,6.6,1
Science,Physics,385,85.75,1,5.6,1
Engineering,Electrical/Electronic Engineering,386,83.9,1,5.2,1
Social Sciences,Environmental Management,162,47.3,1,4.6,0
Social Sciences,Environmental Management,268,58.2,0,3.6,0
Agricultural Science,Agricultural Economics and Extension Services,170,52.5,1,5.4,1
Agricultural Science,Agricultural Economics and Extension Services,246,53.9,0,3.4,0
Education,English Education,185,53.75,0,5.2,0
Social Sciences,Political Science,218,52.7,0,4.0,0
Arts,History & International Studies,195,66.25,1,7.4,1
Engineering,Electrical/Electronic Engineering,339,77.85,1,5.4,1
Engineering,Civil Engineering,227,54.05,0,4.0,0
Law,Law,371,85.65,0,6.0,0
Education,Social Studies,374,79.1,1,4.6,1
Arts,Islamic Religious Studies/Arabic,248,63.2,1,5.2,1
Management Sciences,Insurance,275,62.25,0,4.2,0
Agricultural Science,Forestry Resources and Wildlife Management,386,79.9,0,4.4,0
Agricultural Science,Fisheries and Aquaculture Management,176,53.4,1,5.4,1
Medicine,Nursing,151,42.65,0,4.0,0
Social Sciences,Sociology,150,43.5,0,4.2,0
Arts,Yoruba,165,58.75,1,6.8,1
Law,Law,239,58.85,1,4.6,1
Social Sciences,Psychology,349,65.35,0,2.6,0
Science,Biochemistry,153,45.95,1,4.6,0
Arts,Theatre and Media Arts,187,56.05,1,5.6,1
Education,Physics Education,185,55.75,1,5.6,1
Social Sciences,Psychology,312,63.8,0,3.4,0
Management Sciences,Marketing,223,60.45,1,5.4,1
Agricultural Science,Animal Production & Health Sciences,158,43.7,0,4.0,0
Medicine,Anatomy,178,50.7,1,4.8,1
Management Sciences,Marketing,164,53.6,1,5.8,1
Agricultural Science,Agricultural Economics and Extension Services,152,50.8,1,5.6,1
Law,Law,339,80.85,1,6.0,1
Social Sciences,Psychology,244,58.6,0,4.4,0
Medicine,Anatomy,151,56.65,1,6.8,1
Science,Chemistry,184,57.6,1,6.0,1
Science,Mathematics,152,43.8,0,4.2,0
Arts,Linguistics & Nigerian Languages,250,59.5,0,4.4,0
Arts,Theatre and Media Arts,245,61.75,1,5.0,1
Law,Law,335,79.25,1,5.8,1
Science,Microbiology,268,74.2,1,6.8,1
Social Sciences,Tourism Studies,178,54.7,1,5.6,1
Arts,Linguistics & Nigerian Languages,243,54.45,0,3.6,0
Agricultural Science,Soil Resources and Environmental Management,329,82.35,1,6.6,1
Engineering,Mechanical Engineering,203,49.45,0,3.8,0
Law,Law,297,71.55,1,5.4,1
Agricultural Science,Agricultural Economics and Extension Services,164,50.6,1,5.2,1
Medicine,Anatomy,332,68.8,0,3.8,0
Science,Physics,216,50.4,0,3.6,0
Law,Law,282,64.3,0,4.4,0
Management Sciences,Insurance,349,73.35,0,4.2,0
Education,Electrical/Electronic Technology,158,47.7,0,4.8,0
Engineering,Electrical/Electronic Engineering,146,47.9,0,5.2,0
Law,Law,157,58.55,1,7.0,1
Management Sciences,Industrial Relations and Personnel Management,360,81.0,1,5.4,1
Education,Electrical/Electronic Technology,307,68.05,1,4.4,1
Medicine,Nursing,327,71.05,0,4.4,0
Education,Business Education - Office Management,265,59.75,0,4.0,0
Science,Biochemistry,367,79.05,0,4.8,0
Agricultural Science,Agricultural Economics and Extension Services,275,65.25,1,4.8,1
Science,Science Laboratory Technology,277,71.55,1,6.0,1
Agricultural Science,Fisheries and Aquaculture Management,298,67.7,0,4.6,0
Arts,French,205,57.75,1,5.4,1
Medicine,Medicine and Surgery,249,62.35,0,5.0,0
Engineering,Computer Engineering,223,55.45,0,4.4,0
Science,Industrial Chemistry,321,71.15,1,4.6,1
Law,Law,220,58.0,0,5.0,0
Arts,Christian Religious Studies,347,77.05,1,5.0,1
Management Sciences,Banking and Finance,179,57.85,1,6.2,1
Arts,Religious Studies,325,80.75,1,6.4,1
Law,Law,197,53.55,0,4.8,0
Arts,French,326,68.9,0,4.0,0
Science,Mathematics,336,83.4,1,6.6,1
Education,Economics Education,142,43.3,0,4.4,0
Agricultural Science,Forestry Resources and Wildlife Management,327,68.05,0,3.8,0
Education,Library and Information Science,296,75.4,1,6.2,1
Engineering,Electrical/Electronic Engineering,250,56.5,0,3.8,0
Engineering,Computer Engineering,222,58.3,1,5.0,1
Agricultural Science,Fisheries and Aquaculture Management,351,74.65,1,4.4,1
Management Sciences,Insurance,198,48.7,0,3.8,0
Education,Agricultural Education,285,74.75,1,6.4,1
Law,Law,192,53.8,1,5.0,1
Law,Law,186,51.9,0,4.8,0
Law,Law,243,56.45,0,4.0,0
Education,"Test, Measurement and Evaluation",241,64.15,1,5.6,1
Social Sciences,Sociology,259,65.85,1,5.4,1
Law,Law,278,59.7,1,3.6,1
Education,Nursery & Primary/Early Childhood Education,356,80.4,0,5.4,0
Science,Industrial Chemistry,329,75.35,0,5.2,0
Social Sciences,Psychology,297,72.55,1,5.6,1
Engineering,Electrical/Electronic Engineering,255,63.25,0,5.0,0
Agricultural Science,Soil Resources and Environmental Management,377,79.55,0,4.6,0
Engineering,Civil Engineering,303,72.45,1,5.4,1
Science,Plant Sciences and Biotechnology,249,56.35,0,3.8,0
Education,Library and Information Science,389,86.35,0,5.6,0
Education,Chemistry Education,302,71.3,0,5.2,0
Medicine,Physiology,232,62.8,1,5.6,1
Medicine,Medicine and Surgery,181,44.15,0,3.4,0
Medicine,Anatomy,213,60.95,1,5.8,1
Management Sciences,Marketing,216,50.4,0,3.6,0
Agricultural Science,Soil Resources and Environmental Management,262,60.3,0,4.2,0
Social Sciences,Environmental Management,240,64.0,0,5.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",301,67.15,0,4.4,0
Management Sciences,Entrepreneurship,312,68.8,1,4.4,1
Law,Law,253,62.95,0,5.0,0
Law,Law,288,70.2,0,5.4,0
Law,Law,356,76.4,0,4.6,0
Agricultural Science,Fisheries and Aquaculture Management,254,59.1,0,4.2,0
Arts,Philosophy,200,56.0,1,5.2,1
Law,Law,315,73.25,0,5.2,0
Management Sciences,Banking and Finance,199,58.85,1,5.8,1
Medicine,Nursing,211,61.65,1,6.0,1
Management Sciences,Actuarial Science,272,67.8,1,5.4,1
Law,Law,200,52.0,0,4.4,0
Arts,French,251,61.65,1,4.8,1
Agricultural Science,"Crop, Horticulture and Landscape Design",181,57.15,1,6.0,1
Law,Law,340,91.0,1,8.0,1
Social Sciences,Political Science,362,73.3,0,3.8,0
Medicine,Medicine and Surgery,261,63.15,1,4.8,1
Medicine,Physiology,229,67.35,0,6.6,0
Law,Law,344,82.6,0,6.2,0
Law,Law,235,56.25,1,4.2,1
Social Sciences,Economics,379,78.85,1,4.4,1
Agricultural Science,Animal Production & Health Sciences,161,51.15,0,5.4,0
Medicine,Nursing,296,77.4,0,6.6,0
Management Sciences,Industrial Relations and Personnel Management,271,67.65,1,5.4,1
Science,Biochemistry,228,62.2,0,5.6,0
Social Sciences,Economics,237,63.55,1,5.6,1
Agricultural Science,"Crop, Horticulture and Landscape Design",232,68.8,1,6.8,1
Education,Chemistry Education,195,50.25,0,4.2,0
Education,Biology Education,141,50.15,1,5.8,1
Law,Law,338,79.7,1,5.8,1
Medicine,Physiology,324,72.6,0,4.8,0
Engineering,Electrical/Electronic Engineering,163,45.45,1,4.2,0
Science,Geology,202,52.3,0,4.4,0
Medicine,Medicine and Surgery,284,67.6,1,5.0,1
Arts,Theatre and Media Arts,249,67.35,1,6.0,1
Engineering,Civil Engineering,241,60.15,0,4.8,0
Management Sciences,Banking and Finance,165,48.75,1,4.8,0
Social Sciences,Sociology,288,71.2,1,5.6,1
Law,Law,329,65.35,0,3.2,0
Arts,French,188,61.2,1,6.6,1
Management Sciences,Entrepreneurship,243,56.45,0,4.0,0
Science,Chemistry,340,69.0,0,3.6,0
Management Sciences,Cooperative Studies,372,83.8,0,5.6,0
Arts,Linguistics & Nigerian Languages,196,49.4,0,4.0,0
Law,Law,153,41.95,0,3.8,0
Science,Zoology,227,63.05,1,5.8,1
Agricultural Science,Forestry Resources and Wildlife Management,367,80.05,0,5.0,0
Social Sciences,Sociology,376,86.4,1,6.0,1
Law,Law,304,70.6,0,5.0,0
Arts,Islamic Religious Studies/Arabic,269,62.35,0,4.4,0
Medicine,Anatomy,249,71.35,1,6.8,1
Arts,Christian Religious Studies,158,43.7,0,4.0,0
Management Sciences,Accounting,319,74.85,1,5.4,1
Medicine,Medicine and Surgery,374,78.1,0,4.4,0
Management Sciences,Industrial Relations and Personnel Management,286,64.9,0,4.4,0
Education,Biology Education,169,49.35,0,4.8,0
Agricultural Science,Forestry Resources and Wildlife Management,175,53.25,0,5.4,0
Education,Computer Science Education,346,73.9,0,4.4,0
Medicine,Medicine and Surgery,268,64.2,0,4.8,0
Education,Electrical/Electronic Technology,221,61.15,1,5.6,1
Engineering,Mechanical Engineering,318,76.7,1,5.8,1
Social Sciences,Tourism Studies,200,51.0,0,4.2,0
Agricultural Science,Animal Production & Health Sciences,179,57.85,1,6.2,1
Engineering,Computer Engineering,377,84.55,1,5.6,1
Arts,Christian Religious Studies,277,74.55,1,6.6,1
Education,Geography Education,314,76.1,1,5.8,1
Engineering,Mechanical Engineering,193,49.95,0,4.2,0
Agricultural Science,Forestry Resources and Wildlife Management,235,60.25,0,5.0,0
Medicine,Anatomy,394,84.1,0,5.0,0
Medicine,Medicine and Surgery,244,67.6,0,6.2,0
Management Sciences,Marketing,214,57.1,0,5.0,0
Management Sciences,Cooperative Studies,357,79.55,1,5.2,1
Management Sciences,Marketing,326,70.9,0,4.4,0
Science,Plant Sciences and Biotechnology,269,61.35,1,4.2,1
Social Sciences,Sociology,253,67.95,1,6.0,1
Engineering,Computer Engineering,156,51.4,1,5.6,1
Law,Law,317,75.55,1,5.6,1
Engineering,Civil Engineering,363,71.45,0,3.4,0
Management Sciences,Cooperative Studies,345,82.75,0,6.2,0
Law,Law,227,57.05,0,4.6,0
Science,Geology,161,48.15,0,4.8,0
Agricultural Science,Soil Resources and Environmental Management,217,59.55,1,5.4,1
Agricultural Science,Agricultural Economics and Extension Services,232,56.8,1,4.4,1
Science,Science Laboratory Technology,318,78.7,1,6.2,1
Science,Biochemistry,387,80.05,1,4.4,1
Science,Plant Sciences and Biotechnology,330,71.5,0,4.4,0
Social Sciences,Sociology,167,47.05,0,4.4,0
Social Sciences,Environmental Management,157,41.55,0,3.6,0
Management Sciences,Business Administration,253,62.95,0,5.0,0
Agricultural Science,"Crop, Horticulture and Landscape Design",192,55.8,0,5.4,0
Education,Business Education - Marketing,174,51.1,1,5.0,1
Science,Chemistry,158,46.7,0,4.6,0
Science,Statistics,287,67.05,0,4.8,0
Social Sciences,Tourism Studies,318,70.7,0,4.6,0
Management Sciences,Cooperative Studies,263,68.45,0,5.8,0
Agricultural Science,Agricultural Economics and Extension Services,344,72.6,0,4.2,0
Science,Industrial Chemistry,382,83.3,0,5.2,0
Science,Science Laboratory Technology,147,45.05,0,4.6,0
Science,Statistics,155,50.25,1,5.4,1
Engineering,Computer Engineering,363,70.45,0,3.2,0
Engineering,Civil Engineering,400,82.0,0,4.4,0
Arts,French,166,45.9,0,4.2,0
Engineering,Electrical/Electronic Engineering,274,57.1,0,3.2,0
Education,Education History,209,55.35,0,4.8,0
Management Sciences,Insurance,275,54.25,0,2.6,0
Social Sciences,Tourism Studies,270,56.5,0,3.2,0
Management Sciences,Industrial Relations and Personnel Management,363,80.45,1,5.2,1
Social Sciences,Geography and Planning Science,367,81.05,1,5.2,1
Arts,Philosophy,255,56.25,0,3.6,0
Arts,Religious Studies,343,76.45,0,5.0,0
Law,Law,290,69.5,0,5.2,0
Education,Physics Education,341,71.15,0,4.0,0
Management Sciences,Accounting,240,63.0,1,5.4,1
Management Sciences,Banking and Finance,186,52.9,0,5.0,0
Medicine,Anatomy,226,64.9,1,6.2,1
Science,Statistics,247,63.05,1,5.2,1
Engineering,Mechanical Engineering,309,73.35,1,5.4,1
Science,Computer Science,192,49.8,0,4.2,0
Law,Law,201,52.15,0,4.4,0
Law,Law,231,59.65,1,5.0,1
Education,Business Education - Marketing,285,66.75,0,4.8,0
Social Sciences,Psychology,336,64.4,0,2.8,0
Education,Business Education - Office Management,308,70.2,1,4.8,1
Medicine,Anatomy,290,65.5,0,4.4,0
Science,Mathematics,313,71.95,1,5.0,1
Arts,History & International Studies,347,82.05,1,6.0,1
Science,Biochemistry,277,68.55,1,5.4,1
Engineering,Electrical/Electronic Engineering,238,53.7,0,3.6,0
Management Sciences,Accounting,258,57.7,0,3.8,0
Science,Geology,179,52.85,1,5.2,1
Education,Human Kinetics/Physical & Health Education,359,74.85,0,4.2,0
Management Sciences,Cooperative Studies,228,63.2,1,5.8,1
Medicine,Nursing,331,75.65,0,5.2,0
Engineering,Mechanical Engineering,307,69.05,0,4.6,0
Social Sciences,Environmental Management,345,76.75,1,5.0,1
Education,Mechanical Technology,143,37.45,0,3.2,0
Medicine,Medicine and Surgery,261,60.15,0,4.2,0
Law,Law,400,81.0,1,4.2,1
Science,Physics,365,76.75,1,4.4,1
Agricultural Science,Animal Production & Health Sciences,378,82.7,1,5.2,1
Medicine,Medicine and Surgery,305,74.75,0,5.8,0
Social Sciences,Tourism Studies,226,57.9,1,4.8,1
Medicine,Medicine and Surgery,353,77.95,1,5.0,1
Management Sciences,Entrepreneurship,164,44.6,0,4.0,0
Management Sciences,Business Administration,245,59.75,0,4.6,0
Engineering,Civil Engineering,312,69.8,0,4.6,0
Law,Law,168,53.2,1,5.6,1
Science,Mathematics,250,60.5,0,4.6,0
Agricultural Science,Soil Resources and Environmental Management,218,53.7,0,4.2,0
Engineering,Mechanical Engineering,388,90.2,1,6.4,1
Education,Physics Education,284,65.6,0,4.6,0
Agricultural Science,Agricultural Economics and Extension Services,264,69.6,0,6.0,0
Engineering,Mechanical Engineering,220,55.0,0,4.4,0
Arts,Islamic Religious Studies/Arabic,234,60.1,0,5.0,0
Arts,French,326,82.9,1,6.8,1
Social Sciences,Economics,308,71.2,0,5.0,0
Science,Microbiology,314,66.1,0,3.8,0
Social Sciences,Environmental Management,376,78.4,0,4.4,0
Management Sciences,Cooperative Studies,370,81.5,1,5.2,1
Social Sciences,Sociology,305,73.75,1,5.6,1
Education,Social Studies,332,62.8,0,2.6,0
Arts,Linguistics & Nigerian Languages,202,55.3,1,5.0,1
Education,Health Education,256,74.4,1,7.2,1
Science,Physics,344,78.6,1,5.4,1
Management Sciences,Cooperative Studies,229,48.35,0,2.8,0
Law,Law,159,56.85,1,6.6,1
Law,Law,181,58.15,1,6.2,1
Science,Mathematics,183,59.45,1,6.4,1
Medicine,Anatomy,168,51.2,0,5.2,0
Education,Chemistry Education,254,61.1,0,4.6,0
Education,Agricultural Education,240,66.0,1,6.0,1
Social Sciences,Environmental Management,165,42.75,0,3.6,0
Arts,Christian Religious Studies,271,72.65,1,6.4,1
Science,Biochemistry,337,70.55,1,4.0,1
Agricultural Science,Animal Production & Health Sciences,195,49.25,1,4.0,0
Agricultural Science,Soil Resources and Environmental Management,316,81.4,1,6.8,1
Management Sciences,Entrepreneurship,267,60.05,1,4.0,1
Education,Health Education,396,81.4,0,4.4,0
Science,Mathematics,399,87.85,0,5.6,0
Engineering,Computer Engineering,228,64.2,1,6.0,1
Arts,Linguistics & Nigerian Languages,209,54.35,0,4.6,0
Law,Law,358,76.7,0,4.6,0
Science,Statistics,202,54.3,1,4.8,1
Science,Computer Science,282,66.3,0,4.8,0
Engineering,Computer Engineering,144,49.6,0,5.6,0
Agricultural Science,Agricultural Economics and Extension Services,363,86.45,1,6.4,1
Engineering,Computer Engineering,184,53.6,0,5.2,0
Engineering,Computer Engineering,244,60.6,0,4.8,0
Arts,Islamic Religious Studies/Arabic,200,53.0,0,4.6,0
Science,Chemistry,367,85.05,1,6.0,1
Medicine,Anatomy,315,71.25,0,4.8,0
Social Sciences,Environmental Management,147,45.05,1,4.6,0
Agricultural Science,Animal Production & Health Sciences,273,67.95,0,5.4,0
Social Sciences,Psychology,305,75.75,1,6.0,1
Agricultural Science,Agricultural Economics and Extension Services,369,77.35,0,4.4,0
Engineering,Civil Engineering,383,79.45,1,4.4,1
Agricultural Science,Agricultural Economics and Extension Services,220,58.0,1,5.0,1
Science,Industrial Chemistry,219,53.85,1,4.2,1
Management Sciences,Banking and Finance,179,43.85,0,3.4,0
Arts,Linguistics & Nigerian Languages,323,67.45,0,3.8,0
Management Sciences,Cooperative Studies,201,55.15,0,5.0,0
Medicine,Anatomy,287,63.05,0,4.0,0
Agricultural Science,Animal Production & Health Sciences,197,50.55,0,4.2,0
Engineering,Mechanical Engineering,395,94.25,1,7.0,1
Management Sciences,Business Administration,336,76.4,0,5.2,0
Agricultural Science,"Crop, Horticulture and Landscape Design",267,74.05,1,6.8,1
Social Sciences,Psychology,204,45.6,0,3.0,0
Arts,Linguistics & Nigerian Languages,209,56.35,1,5.0,1
Medicine,Physiology,222,59.3,0,5.2,0
Arts,French,383,87.45,1,6.0,1
Science,Industrial Chemistry,308,72.2,0,5.2,0
Management Sciences,Industrial Relations and Personnel Management,281,66.15,1,4.8,1
Law,Law,170,54.5,0,5.8,0
Engineering,Civil Engineering,317,63.55,0,3.2,0
Law,Law,140,41.0,0,4.0,0
Engineering,Civil Engineering,355,68.25,0,3.0,0
Arts,English & Literary Studies,173,49.95,1,4.8,0
Science,Geo-Physics,369,81.35,1,5.2,1
Agricultural Science,Agricultural Economics and Extension Services,263,60.45,0,4.2,0
Medicine,Anatomy,384,89.6,1,6.4,1
Management Sciences,Accounting,318,68.7,0,4.2,0
Management Sciences,Business Administration,168,48.2,0,4.6,0
Law,Law,185,51.75,1,4.8,1
Arts,History & International Studies,144,49.6,0,5.6,0
Law,Law,197,60.55,1,6.2,1
Science,Science Laboratory Technology,270,68.5,0,5.6,0
Science,Chemistry,359,84.85,1,6.2,1
Arts,Linguistics & Nigerian Languages,282,61.3,0,3.8,0
Engineering,Computer Engineering,285,65.75,0,4.6,0
Education,Chemistry Education,323,70.45,0,4.4,0
Agricultural Science,Forestry Resources and Wildlife Management,208,60.2,0,5.8,0
Law,Law,290,61.5,0,3.6,0
Law,Law,344,77.6,1,5.2,1
Engineering,Civil Engineering,367,80.05,0,5.0,0
Engineering,Electrical/Electronic Engineering,255,64.25,0,5.2,0
Arts,Yoruba,233,58.95,0,4.8,0
Management Sciences,Accounting,186,52.9,0,5.0,0
Arts,Religious Studies,308,73.2,0,5.4,0
Agricultural Science,Fisheries and Aquaculture Management,334,71.1,0,4.2,0
Social Sciences,Environmental Management,224,64.6,1,6.2,1
Science,Biochemistry,207,62.05,1,6.2,1
Medicine,Anatomy,345,82.75,0,6.2,0
Medicine,Anatomy,368,73.2,0,3.6,0
Management Sciences,Cooperative Studies,318,70.7,0,4.6,0
Social Sciences,Tourism Studies,275,63.25,0,4.4,0
Agricultural Science,Fisheries and Aquaculture Management,300,67.0,0,4.4,0
Management Sciences,Banking and Finance,353,83.95,1,6.2,1
Engineering,Mechanical Engineering,245,57.75,0,4.2,0
