Faculty,Department,UTME_Score,Olevel_Grades,Post_UTME_Score,Aggregate,Cutoff,Admission_Status
Pharmacy,Pharmacy,267,"C5, B2, C6, C4, B2",5,52.77,76.125,not admitted
Social Sciences,Geography,346,"A1, C5, B2, C4, B3",19,78.25,50.0,admitted
Law,Law,280,"B3, B3, C6, A1, B2",10,61.0,68.65,not admitted
Education,Education Igbo,243,"C5, C5, A1, C5, C6",16,59.58,50.0,admitted
Education,Health Education,315,"B2, B2, C6, A1, A1",11,67.58,50.0,not admitted
Arts,French,331,"B2, C6, C4, C5, C4",25,79.97,66.55,admitted
Engineering,Metallurgical & Material Engineering,207,"C6, A1, C6, A1, A1",30,71.88,50.0,admitted
Engineering,Metallurgical & Material Engineering,274,"C6, C4, C6, A1, A1",10,59.05,50.0,not admitted
Basic Medical Sciences,Physiology,274,"B2, A1, A1, C6, C6",30,79.85,71.55,admitted
Social Sciences,Psychology,225,"C5, C4, C6, B2, B3",19,61.12,67.4,considered
Education,Education Yoruba,266,"B3, C5, C6, C5, C5",11,56.65,50.0,not admitted
Engineering,Electrical & Electronics Engineering,219,"A1, C5, B2, B3, A1",19,63.58,50.0,admitted
Social Sciences,Mass Communication,263,"B3, C5, B2, C6, C6",24,70.08,72.35,considered
Pharmacy,Pharmacy,231,"B2, B3, C6, C5, B2",5,48.67,76.125,not admitted
Law,Law,227,"C6, C6, B2, C4, B2",18,60.38,68.65,considered
Dental Sciences,Dentistry,266,"C6, C6, B3, C6, A1",10,56.45,77.4,not admitted
Engineering,Computer Engineering,237,"B2, C6, A1, B3, C6",21,65.42,50.0,admitted
Social Sciences,Political Science,298,"C4, C5, C4, C5, C5",22,72.05,68.6,admitted
Pharmacy,Pharmacy,259,"A1, A1, C4, C5, B2",0,49.17,76.125,not admitted
Basic Medical Sciences,Physiology,393,"B2, C6, C5, B3, B3",8,71.53,71.55,not admitted
Basic Medical Sciences,Physiology,378,"B2, A1, A1, B3, C4",9,73.85,71.55,not admitted
Clinical Sciences,Medicine and Surgery,361,"C5, C5, C6, B3, C4",10,67.92,80.8,not admitted
Education,Educational Foundations,375,"C6, B2, B3, B2, C6",22,83.28,50.0,admitted
Dental Sciences,Dentistry,358,"C6, B3, C4, B2, A1",23,83.35,77.4,admitted
Dental Sciences,Dentistry,370,"C5, B3, A1, B3, B3",29,91.25,77.4,admitted
Law,Law,209,"C6, A1, C5, C6, B2",25,65.12,68.65,considered
Environmental Sciences,Building,378,"B3, C6, C5, B2, B3",30,91.65,50.0,admitted
Basic Medical Sciences,Pharmacology,344,"B3, C5, C6, B3, C6",17,72.8,72.625,admitted
Environmental Sciences,Urban & Regional Planning,394,"C6, A1, C5, A1, A1",30,95.65,50.0,admitted
Law,Law,246,"B2, A1, C4, C6, C4",1,46.95,68.65,not admitted
Education,Education Islamic Religious Studies,265,"B2, C6, A1, B2, B3",9,58.52,50.0,not admitted
Clinical Sciences,Nursing,235,"C5, C5, C5, C6, B3",13,54.77,70.875,considered
Science,Mathematics,206,"C4, C4, C4, C6, B2",24,63.75,50.0,admitted
Dental Sciences,Dentistry,253,"C6, B2, B2, B2, C5",7,53.83,77.4,not admitted
Dental Sciences,Dentistry,320,"B3, A1, A1, B2, B2",12,70.4,77.4,considered
Engineering,Mechanical Engineering,335,"C6, C4, C5, C4, A1",7,62.88,50.0,not admitted
Science,Microbiology,243,"C6, B3, B2, C5, C6",19,62.58,50.0,admitted
Arts,English,223,"A1, C5, B2, B3, C5",30,73.47,68.175,admitted
Arts,History & Strategic Studies,282,"C4, C4, B2, B2, B3",3,54.25,68.6,not admitted
Basic Medical Sciences,Physiology,341,"C6, C5, C6, A1, C4",13,68.83,71.55,considered
Clinical Sciences,Physiotherapy,251,"A1, C5, C5, C5, C4",7,52.38,73.75,not admitted
Social Sciences,Social Work,310,"A1, A1, A1, C4, B2",21,78.15,50.0,admitted
Social Sciences,Political Science,324,"B3, C5, A1, C5, C6",3,57.5,68.6,not admitted
Environmental Sciences,Building,385,"C5, B2, C4, B3, A1",9,73.12,50.0,not admitted
Engineering,Systems Engineering,383,"B2, C5, A1, B3, A1",4,69.08,50.0,not admitted
Clinical Sciences,Physiotherapy,240,"C5, B3, C6, B3, A1",20,64.8,73.75,considered
Education,Human Kinetics Education,208,"A1, B3, A1, C4, C5",6,48.4,50.0,not admitted
Clinical Sciences,Medicine and Surgery,331,"C4, A1, B2, A1, B2",23,82.38,80.8,admitted
Basic Medical Sciences,Physiology,304,"C6, C5, A1, A1, C5",11,63.8,71.55,not admitted
Science,Geophysics,270,"A1, C6, B3, B2, B2",1,51.15,50.0,not admitted
Education,Integrated Science Education,353,"B3, C5, C6, C6, B3",17,73.92,50.0,admitted
Clinical Sciences,Nursing,252,"C4, B3, B3, A1, B3",5,52.9,70.875,not admitted
Arts,Philosophy,394,"C4, C4, B2, B2, A1",25,91.05,67.4,admitted
Clinical Sciences,Medicine and Surgery,365,"C5, C4, B3, B3, C4",21,81.03,80.8,admitted
Dental Sciences,Dentistry,381,"B2, C5, C6, C6, C5",3,63.02,77.4,not admitted
Science,Geophysics,307,"C5, B2, C4, C4, C4",17,69.78,50.0,admitted
Science,Computer Science,273,"C5, A1, C5, C5, A1",1,50.33,71.75,not admitted
Engineering,Civil & Environmental Engineering,226,"B3, B3, C6, B2, C5",21,63.65,50.0,admitted
Pharmacy,Pharmacy,363,"C6, B3, C5, C5, B2",16,74.97,76.125,considered
Basic Medical Sciences,Pharmacology,372,"B2, C6, B2, C4, B2",22,84.1,72.625,admitted
Science,Chemistry,344,"B2, B2, C5, B3, C5",22,80.2,50.0,admitted
Arts,Philosophy,333,"C5, C4, C5, B3, B3",12,67.62,67.4,admitted
Education,Health Education,368,"C6, A1, C4, C4, B2",22,83.2,50.0,admitted
Pharmacy,Pharmacy,213,"A1, C4, C5, C6, B3",26,67.03,76.125,considered
Engineering,Surveying & Geoinformatics Engineering,377,"C6, B3, C4, C4, C5",24,84.33,50.0,admitted
Pharmacy,Pharmacy,280,"C6, B2, B3, C4, B2",19,69.2,76.125,considered
Education,Education Physics,272,"B2, C4, B3, B2, C6",10,59.2,50.0,not admitted
Dental Sciences,Dentistry,263,"A1, B2, C5, B3, C5",25,73.47,77.4,considered
Arts,Russian,220,"C4, C5, C4, C6, B3",27,67.7,67.65,admitted
Engineering,Mechanical Engineering,255,"B3, C5, A1, B3, C6",14,60.67,50.0,admitted
Science,Cell Biology & Genetics,251,"B3, C5, A1, B2, A1",4,52.58,50.0,not admitted
Social Sciences,Sociology,268,"C5, C4, B3, C6, A1",0,47.9,66.15,not admitted
Basic Medical Sciences,Pharmacology,398,"C4, C4, C6, B2, C4",8,71.75,72.625,not admitted
Basic Medical Sciences,Pharmacology,263,"B3, C5, A1, C6, C6",28,74.47,72.625,admitted
Pharmacy,Pharmacy,298,"C6, B3, C6, C6, C4",10,59.25,76.125,not admitted
Environmental Sciences,Urban & Regional Planning,301,"C4, C4, B2, C4, C5",4,56.02,50.0,not admitted
Basic Medical Sciences,Pharmacology,333,"C6, B3, C5, B3, C5",15,69.83,72.625,considered
Engineering,Electrical & Electronics Engineering,222,"B3, A1, B2, A1, A1",2,48.55,50.0,not admitted
Pharmacy,Pharmacy,255,"B3, C4, C6, C4, C6",20,64.67,76.125,considered
Environmental Sciences,Quantity Surveying,203,"C5, C5, C6, C4, C5",16,53.38,50.0,admitted
Basic Medical Sciences,Physiology,226,"C5, B3, B3, B3, B2",20,63.85,71.55,considered
Basic Medical Sciences,Pharmacology,339,"A1, A1, B3, C6, B3",15,73.78,72.625,admitted
Social Sciences,Sociology,332,"A1, C5, B3, C4, B3",2,59.1,66.15,not admitted
Arts,Linguistic Igbo/Yoruba,205,"C4, C6, C6, B3, A1",24,63.62,61.175,admitted
Education,Health Education,309,"B3, C5, C6, C5, B3",16,67.83,50.0,admitted
Arts,Philosophy,205,"B3, C6, C5, C5, B3",27,65.83,67.4,considered
Management Sciences,Accounting,373,"C6, C5, B2, B2, C6",27,87.22,74.1,admitted
Management Sciences,Actuarial Science,279,"B2, B3, C6, B3, C5",6,55.27,61.875,not admitted
Education,Early Childhood Education,231,"C6, A1, C6, C6, C6",12,52.88,50.0,admitted
Engineering,Surveying & Geoinformatics Engineering,336,"B2, C4, C5, B2, B2",27,85.0,50.0,admitted
Clinical Sciences,Medicine and Surgery,211,"A1, B2, A1, B3, C5",17,60.58,80.8,considered
Dental Sciences,Dentistry,387,"B3, C6, C6, C4, A1",1,63.38,77.4,not admitted
Basic Medical Sciences,Medical Laboratory Science,205,"C6, B3, B2, C6, C5",22,60.83,74.675,considered
Pharmacy,Pharmacy,378,"C5, C4, A1, C5, B2",25,87.45,76.125,admitted
Arts,Creative Arts,341,"A1, C4, C6, B3, B3",26,83.83,67.05,admitted
Environmental Sciences,Urban & Regional Planning,282,"A1, B3, A1, C5, B3",14,66.05,50.0,admitted
Management Sciences,Business Administration,315,"C5, C5, C6, B3, C5",9,60.77,68.65,not admitted
Science,Physics,215,"B3, A1, C6, B3, B2",6,48.88,50.0,not admitted
Clinical Sciences,Medicine and Surgery,389,"B3, B3, B2, C6, C4",30,93.42,80.8,admitted
Management Sciences,Actuarial Science,249,"B2, B3, B3, B2, C6",25,71.72,61.875,admitted
Basic Medical Sciences,Medical Laboratory Science,238,"C4, B2, B3, B2, B2",7,53.55,74.675,not admitted
Law,Law,231,"C6, C5, B2, C6, A1",29,71.88,68.65,admitted
Education,Technology Education,251,"C6, C6, C6, C6, B3",26,68.58,50.0,admitted
Education,Education Physics,236,"C5, C5, C6, B3, B2",6,49.1,50.0,not admitted
Arts,History & Strategic Studies,210,"A1, B2, C6, B3, B2",30,72.65,68.6,admitted
Education,Education Geography,343,"C4, B3, B2, B3, A1",29,88.67,50.0,admitted
Dental Sciences,Dentistry,321,"B2, B3, A1, C5, A1",17,74.33,77.4,considered
Social Sciences,Mass Communication,306,"C4, B3, A1, C5, C6",30,82.65,72.35,admitted
Engineering,Civil & Environmental Engineering,250,"C6, A1, A1, B2, C5",30,77.25,50.0,admitted
Dental Sciences,Dentistry,368,"C6, C6, A1, C5, C6",23,81.4,77.4,admitted
Management Sciences,Accounting,316,"A1, B2, C5, C4, C4",8,63.1,74.1,not admitted
Arts,Russian,388,"B2, A1, B3, A1, C5",17,82.7,67.65,admitted
Social Sciences,Political Science,364,"C4, C4, A1, C4, C5",3,63.3,68.6,not admitted
Arts,Linguistic Igbo/Yoruba,294,"C6, C6, B3, B3, C4",19,68.95,61.175,admitted
Basic Medical Sciences,Pharmacology,236,"B2, C6, B2, C5, C6",21,64.1,72.625,considered
Science,Botany,312,"A1, A1, C6, A1, C4",25,80.8,50.0,admitted
Science,Mathematics,261,"C4, C5, A1, A1, C5",6,54.23,50.0,not admitted
Management Sciences,Finance,208,"C6, C4, C4, B3, C4",29,68.6,68.9,considered
Pharmacy,Pharmacy,300,"B3, B3, B3, B2, C4",22,75.5,76.125,considered
Basic Medical Sciences,Medical Laboratory Science,359,"C6, C4, A1, B2, C4",29,89.08,74.675,admitted
Science,Computer Science,219,"C4, C5, A1, C4, B3",4,46.58,71.75,not admitted
Pharmacy,Pharmacy,388,"C4, C6, C6, C6, B3",27,87.5,76.125,admitted
Engineering,Electrical & Electronics Engineering,317,"C5, C4, C5, C6, A1",27,80.22,50.0,admitted
Basic Medical Sciences,Physiology,278,"C4, C6, C4, C4, C5",14,61.55,71.55,considered
Management Sciences,Actuarial Science,341,"C6, C4, C6, A1, A1",8,65.42,61.875,not admitted
Clinical Sciences,Medicine and Surgery,369,"C5, A1, A1, C4, B2",14,76.92,80.8,considered
Science,Industrial Mathematics,279,"C6, C6, C4, C6, C4",16,62.48,50.0,admitted
Engineering,Mechanical Engineering,256,"B2, C6, A1, B2, B2",29,77.8,50.0,admitted
Dental Sciences,Dentistry,391,"C6, A1, C4, B2, B2",12,76.88,77.4,considered
Education,Education Christian Religious Studies,397,"C6, A1, C5, A1, C4",17,81.83,50.0,admitted
Environmental Sciences,Urban & Regional Planning,223,"B3, C6, A1, B3, A1",24,68.28,50.0,admitted
Management Sciences,Insurance,338,"B2, C4, B2, B2, C4",21,79.65,67.125,admitted
Social Sciences,Economics,252,"B3, B2, B3, C5, C5",14,60.3,69.95,considered
Dental Sciences,Dentistry,368,"B2, C6, B2, A1, B3",13,75.4,77.4,considered
Clinical Sciences,Nursing,248,"B2, B3, A1, A1, A1",25,74.8,70.875,admitted
Law,Law,312,"B2, B3, A1, A1, A1",11,68.8,68.65,not admitted
Engineering,Metallurgical & Material Engineering,347,"C4, C5, A1, C6, C4",26,83.38,50.0,admitted
Law,Law,298,"B3, C6, B3, C4, B3",18,69.65,68.65,admitted
Pharmacy,Pharmacy,375,"C6, A1, B3, C6, C5",29,89.47,76.125,admitted
Dental Sciences,Dentistry,282,"A1, C4, C4, B3, C6",11,61.05,77.4,not admitted
Clinical Sciences,Radiography,284,"B2, C5, B3, B2, C6",14,64.3,72.525,considered
Arts,Philosophy,274,"B3, C4, C5, C4, C6",2,49.45,67.4,not admitted
Social Sciences,Political Science,396,"C6, B3, B3, B3, C4",21,84.9,68.6,admitted
Engineering,Chemical & Petroleum Engineering,301,"B3, B3, C4, C4, B3",8,60.83,50.0,not admitted
Pharmacy,Pharmacy,335,"A1, B3, C4, C6, C5",0,56.27,76.125,not admitted
Engineering,Metallurgical & Material Engineering,241,"C6, C6, A1, C6, B3",27,70.33,50.0,admitted
Law,Law,362,"B3, C4, C6, B3, B2",19,79.05,68.65,admitted
Environmental Sciences,Building,201,"B2, A1, B3, B2, C6",16,57.52,50.0,admitted
Science,Computer Science,377,"B2, B3, C6, B2, B3",24,86.72,71.75,admitted
Clinical Sciences,Radiography,223,"A1, C4, C5, B3, C4",10,53.08,72.525,not admitted
Education,Education Physics,382,"C6, B2, C4, C6, C6",22,82.15,50.0,admitted
Pharmacy,Pharmacy,214,"B2, C5, C5, C6, C5",29,68.55,76.125,considered
Education,Business Education,291,"C6, C6, C5, A1, A1",6,56.77,50.0,not admitted
Dental Sciences,Dentistry,272,"A1, C6, C5, C6, B3",22,69.6,77.4,considered
Pharmacy,Pharmacy,360,"C4, B2, A1, B2, B2",9,71.6,76.125,not admitted
Management Sciences,Insurance,389,"C4, C4, B3, B3, C5",27,90.03,67.125,admitted
Clinical Sciences,Radiography,258,"C4, C4, A1, C6, B3",23,70.05,72.525,considered
Dental Sciences,Dentistry,345,"B3, B3, B2, C6, C4",11,68.92,77.4,not admitted
Pharmacy,Pharmacy,248,"C4, C5, C5, A1, A1",30,76.6,76.125,admitted
Social Sciences,Economics,321,"C4, B2, C6, B3, C5",22,76.12,69.95,admitted
Arts,English,263,"B3, B2, C4, B3, B3",9,57.88,68.175,not admitted
Law,Law,216,"B3, B3, C6, A1, B3",28,70.6,68.65,admitted
Law,Law,252,"A1, C4, B2, C4, A1",14,62.7,68.65,considered
Engineering,Computer Engineering,276,"C4, A1, C6, C4, B2",17,66.7,50.0,admitted
Law,Law,382,"C6, A1, C4, B2, C5",3,65.55,68.65,not admitted
Engineering,Mechanical Engineering,333,"C5, A1, B2, C4, B3",9,66.62,50.0,not admitted
Pharmacy,Pharmacy,307,"C5, B2, C6, C5, C5",0,51.17,76.125,not admitted
Engineering,Computer Engineering,285,"B3, C4, C6, A1, C6",5,54.62,50.0,not admitted
Social Sciences,Social Work,326,"A1, B3, C6, C6, C6",19,72.95,50.0,admitted
Law,Law,269,"A1, A1, C4, A1, C4",0,51.23,68.65,not admitted
Science,Botany,372,"A1, B2, B2, C4, B3",20,83.7,50.0,admitted
Social Sciences,Geography,203,"C5, C5, C5, C4, A1",13,52.38,50.0,admitted
Basic Medical Sciences,Pharmacology,372,"C4, C4, B3, C4, C5",3,63.5,72.625,not admitted
Environmental Sciences,Building,249,"A1, B3, C5, C4, B2",18,65.12,50.0,admitted
Clinical Sciences,Radiography,218,"C4, B2, B2, C5, B2",1,44.25,72.525,not admitted
Law,Law,356,"A1, C5, A1, C5, B2",16,76.9,68.65,admitted
Social Sciences,Psychology,358,"C5, B3, C6, C6, C4",7,64.15,67.4,not admitted
Dental Sciences,Dentistry,362,"C4, C4, C5, A1, B2",14,74.85,77.4,considered
Management Sciences,IRPM,336,"B2, B3, C4, C5, C6",24,80.0,50.0,admitted
Clinical Sciences,Medicine and Surgery,206,"C6, C5, B2, C5, C5",26,64.55,80.8,considered
Basic Medical Sciences,Pharmacology,331,"C6, C4, B3, C6, B3",26,80.58,72.625,admitted
Clinical Sciences,Nursing,325,"C4, C6, C5, C6, C4",15,67.62,70.875,considered
Basic Medical Sciences,Physiology,312,"C4, C4, B2, C5, B3",13,66.8,71.55,considered
Pharmacy,Pharmacy,252,"A1, C4, C4, C4, B3",13,60.1,76.125,considered
Environmental Sciences,Urban & Regional Planning,319,"C5, C5, C5, B3, C5",21,73.67,50.0,admitted
Education,Education Home Economics,303,"C6, B3, C6, C5, C4",24,74.28,50.0,admitted
Pharmacy,Pharmacy,338,"B3, C4, C5, A1, C4",3,60.45,76.125,not admitted
Social Sciences,Economics,399,"B2, C6, C4, C4, C6",4,67.08,69.95,not admitted
Education,Educational Foundations,307,"C4, C6, A1, A1, C6",21,74.17,50.0,admitted
Engineering,Metallurgical & Material Engineering,285,"B3, C4, C4, B3, A1",15,66.62,50.0,admitted
Education,Educational Administration,258,"B3, C6, B3, B3, B3",17,64.05,50.0,admitted
Law,Law,378,"C6, C5, C6, A1, B2",4,65.25,68.65,not admitted
Basic Medical Sciences,Pharmacology,217,"A1, C5, C5, B2, B2",15,58.12,72.625,considered
Dental Sciences,Dentistry,233,"C6, C6, B3, C4, B2",11,53.73,77.4,not admitted
Education,Education Christian Religious Studies,346,"C4, C4, C5, B3, C6",12,68.45,50.0,admitted
Science,Fisheries,233,"C4, C5, C5, C4, A1",10,53.52,50.0,not admitted
Education,Education Yoruba,233,"A1, C6, C6, B2, B2",18,62.33,50.0,admitted
Science,Mathematics,369,"A1, B3, B3, C4, B3",17,79.53,50.0,admitted
Science,Computer Science,353,"A1, C4, C5, C5, A1",13,72.72,71.75,admitted
Management Sciences,Insurance,281,"B3, C6, B2, B2, A1",5,56.52,67.125,not admitted
Clinical Sciences,Medicine and Surgery,234,"C6, B3, B2, A1, C6",18,62.05,80.8,considered
Environmental Sciences,Estate Management,209,"A1, B3, B2, B2, B3",23,66.72,50.0,admitted
Dental Sciences,Dentistry,209,"A1, B3, C6, C5, A1",3,44.73,77.4,not admitted
Arts,French,202,"B2, B3, A1, B3, C6",23,64.25,66.55,considered
Clinical Sciences,Physiotherapy,252,"C4, B3, B2, C6, C4",22,67.9,73.75,considered
Management Sciences,Actuarial Science,291,"C6, B3, B2, A1, B3",10,62.38,61.875,not admitted
Science,Mathematics,390,"C6, C4, C6, A1, B3",5,67.75,50.0,not admitted
Engineering,Mechanical Engineering,373,"C5, C5, B3, C5, A1",12,73.03,50.0,admitted
Education,Education English,208,"A1, C5, B2, C4, C5",14,55.2,50.0,admitted
Education,Education Biology,340,"B2, C6, B2, B2, C6",16,73.3,50.0,admitted
Education,Business Education,201,"A1, A1, C4, C4, C4",8,49.52,50.0,not admitted
Dental Sciences,Dentistry,280,"C6, A1, C4, A1, C6",1,50.8,77.4,not admitted
Science,Botany,396,"A1, A1, C5, B2, A1",19,86.5,50.0,admitted
Clinical Sciences,Medicine and Surgery,297,"C5, B3, B3, B3, C6",13,64.12,80.8,considered
Arts,Islamic Religious Studies,383,"B3, A1, A1, B2, C4",28,93.47,60.225,admitted
Pharmacy,Pharmacy,291,"C6, C6, B2, B2, B3",3,53.77,76.125,not admitted
Education,Health Education,257,"A1, B2, C4, C6, C5",9,55.92,50.0,not admitted
Dental Sciences,Dentistry,327,"B2, C4, B3, C6, C6",20,74.47,77.4,considered
Arts,Islamic Religious Studies,282,"B3, C4, C4, C4, B3",6,56.05,60.225,not admitted
Clinical Sciences,Nursing,394,"C4, B2, C4, B3, A1",12,77.65,70.875,admitted
Pharmacy,Pharmacy,398,"C4, B2, B3, B3, C4",30,95.35,76.125,admitted
Science,Statistics,204,"C4, C4, A1, B3, A1",3,45.3,50.0,not admitted
Pharmacy,Pharmacy,216,"B2, A1, C6, B3, B2",6,49.4,76.125,not admitted
Arts,Islamic Religious Studies,386,"C5, C6, C5, C6, C6",10,69.05,60.225,not admitted
Dental Sciences,Dentistry,272,"B2, C6, C4, C5, C4",28,75.6,77.4,considered
Clinical Sciences,Medicine and Surgery,231,"C4, C4, B2, C6, C6",10,52.08,80.8,not admitted
Social Sciences,Psychology,230,"B3, A1, B3, A1, C5",16,61.55,67.4,considered
Law,Law,382,"C4, C4, A1, B3, B2",16,80.15,68.65,admitted
Basic Medical Sciences,Pharmacology,389,"B2, A1, B3, B2, B3",28,94.22,72.625,admitted
Basic Medical Sciences,Medical Laboratory Science,325,"C6, B3, C4, C4, B3",27,81.62,74.675,admitted
Environmental Sciences,Quantity Surveying,231,"B2, B2, B2, C4, C6",13,57.48,50.0,admitted
Law,Law,307,"C6, B3, C4, B2, B2",10,63.58,68.65,not admitted
Education,Education Physics,378,"B2, B3, C4, C5, C6",15,76.25,50.0,admitted
Pharmacy,Pharmacy,230,"C6, A1, B2, C6, C6",12,54.35,76.125,considered
Engineering,Chemical & Petroleum Engineering,267,"B3, C4, B3, C4, C6",15,62.38,50.0,admitted
Education,Education Physics,329,"C5, C5, B3, C4, C4",13,67.72,50.0,admitted
Engineering,Civil & Environmental Engineering,212,"A1, C4, A1, C5, C6",25,66.7,50.0,admitted
Science,Geology,324,"C4, C5, C5, B3, B3",5,59.5,50.0,not admitted
Clinical Sciences,Nursing,398,"C5, C6, C4, A1, C6",3,65.95,70.875,not admitted
Pharmacy,Pharmacy,209,"A1, A1, B2, C5, C4",2,44.92,76.125,not admitted
Education,Education Islamic Religious Studies,213,"C5, B3, C6, C6, B2",20,59.83,50.0,admitted
Basic Medical Sciences,Medical Laboratory Science,231,"C5, B2, C5, B2, B2",20,64.47,74.675,considered
Education,Technology Education,308,"C6, C6, A1, B3, C6",0,51.7,50.0,not admitted
Arts,Christian Religious Studies,310,"B2, B3, C6, A1, C6",26,79.55,61.625,admitted
Law,Law,203,"C6, B2, B3, C5, A1",13,53.58,68.65,considered
Law,Law,358,"B2, C6, C4, A1, C6",1,60.15,68.65,not admitted
Management Sciences,Finance,332,"B2, C4, B3, C4, C6",19,74.9,68.9,admitted
Law,Law,229,"C6, B3, C5, B3, C5",4,45.83,68.65,not admitted
Social Sciences,Sociology,328,"C5, A1, C5, C4, C5",10,65.0,66.15,not admitted
Science,Physics,316,"C4, A1, C4, A1, B2",15,71.7,50.0,admitted
Dental Sciences,Dentistry,312,"B3, B3, C5, B2, C6",10,63.4,77.4,not admitted
Engineering,Computer Engineering,326,"C5, C4, B3, C5, A1",7,62.55,50.0,not admitted
Social Sciences,Political Science,327,"B3, C4, C5, C4, C6",23,77.08,68.6,admitted
Arts,Philosophy,315,"A1, B2, B2, C4, B3",27,83.58,67.4,admitted
Engineering,Biomedical Engineering,353,"C5, A1, B2, A1, B3",20,81.33,50.0,admitted
Arts,Creative Arts,289,"A1, A1, B2, C5, C5",23,75.53,67.05,admitted
Engineering,Computer Engineering,344,"B3, C4, C4, B3, C5",11,68.4,50.0,not admitted
Pharmacy,Pharmacy,318,"B2, C5, B2, C5, C4",10,64.55,76.125,not admitted
Social Sciences,Economics,354,"B2, C4, B3, C5, B2",13,72.85,69.95,admitted
Environmental Sciences,Architecture,385,"B2, C6, A1, A1, C4",6,70.53,50.0,not admitted
Basic Medical Sciences,Physiology,308,"C6, B2, B2, C4, B3",10,63.7,71.55,not admitted
Management Sciences,Actuarial Science,305,"B2, A1, B3, C6, C4",14,67.72,61.875,admitted
Environmental Sciences,Architecture,295,"C6, C6, A1, C5, A1",18,69.28,50.0,admitted
Engineering,Chemical & Petroleum Engineering,285,"B2, C4, C4, A1, B2",14,66.42,50.0,admitted
Engineering,Computer Engineering,342,"B3, B3, C4, B2, B3",30,88.75,50.0,admitted
