Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,utme_gap,aggregate_gap,Olevel_Valid,olevel_avg_points,admitted_numeric
Basic Medical Science,Nursing Science,179,150,51.85,55.0,29,-3.15,1,3.0,0
College of Medicine,Medicine and Surgery,321,260,83.15,55.0,61,28.15,1,5.0,1
Engineering,Agricultural and Bio-Resources Engineering,181,160,40.15,55.0,21,-14.85,1,2.6,0
Science,Industrial Chemistry,243,150,46.45,60.5,93,-14.05,1,2.0,0
Science,Chemistry,287,150,66.05,62.5,137,3.55,1,4.6,1
College of Medicine,Medicine and Surgery,153,260,49.95,55.0,-107,-5.05,1,3.4,0
Basic Medical Science,Radiology and Radiography,188,200,46.2,71.3,-12,-25.1,1,3.6,0
Agriculture,Food Science and Technology,177,150,47.55,58.0,27,-10.45,1,4.2,0
Science,Botany,281,150,69.15,53.5,131,15.65,1,3.4,1
Environmental Design and Management,Quantity Surveying,291,170,62.65,60.5,121,2.15,1,3.8,1
Arts, English and Literary Studies,342,150,69.3,55.0,192,14.3,1,3.6,1
Basic Medical Science,Nursing Science,243,150,56.45,55.0,93,1.45,1,4.0,1
Management Sciences,Accounting,299,200,67.85,55.0,99,12.85,1,4.6,1
Social Sciences,Political Science,228,180,51.2,62.5,48,-11.3,1,3.4,0
Law,Law,284,240,76.6,55.0,44,21.6,1,4.8,1
College of Medicine,Medicine and Surgery,144,260,40.6,55.0,-116,-14.4,1,3.8,0
Social Sciences,Political Science,219,180,57.85,62.5,39,-4.65,1,3.0,0
Agriculture,Animal Production and Health,168,150,45.2,61.3,18,-16.1,1,4.0,0
Education,Library and Information Science,222,150,50.3,64.5,72,-14.2,1,3.4,0
Education,Guidance and Counselling,313,150,75.95,59.05,163,16.9,1,3.8,1
Arts,History and International Studies,237,180,68.55,67.8,57,0.75,1,4.6,1
Communications and Media Studies,Broadcasting,160,150,40.0,64.0,10,-24.0,1,3.2,0
Law,Law,143,240,33.45,55.0,-97,-21.55,1,2.4,0
Agriculture,Agricultural Economics and Extension,231,150,58.65,57.8,81,0.85,1,2.8,1
College of Medicine,Medicine and Surgery,207,260,60.05,55.0,-53,5.05,1,3.8,0
Environmental Design and Management,Building,297,170,68.55,57.5,127,11.05,1,2.8,1
Environmental Design and Management,Survey and Geo-informatics,275,150,61.25,55.0,125,6.25,1,4.0,1
Environmental Design and Management,Urban and Regional Planning,217,150,62.55,56.0,67,6.55,1,4.0,1
Law,Law,241,240,59.15,55.0,1,4.15,1,4.6,1
Education,Chemistry Education,222,150,57.3,55.0,72,2.3,1,2.8,1
Agriculture,Soil Science and Land Resources Management,221,150,51.15,55.0,71,-3.85,1,1.6,0
Law,Law,167,240,34.05,55.0,-73,-20.95,1,1.8,0
Social Sciences,Psychology,156,150,48.4,64.5,6,-16.1,1,3.0,0
Education,Library and Information Science,246,150,63.9,64.5,96,-0.6,1,3.4,0
Engineering,Electrical and Electronics Engineering,276,200,56.4,63.3,76,-6.9,1,3.0,0
Social Sciences,Psychology,284,150,66.6,64.5,134,2.1,1,2.8,1
Communications and Media Studies,Mass Communication,207,220,54.05,66.3,-13,-12.25,1,2.6,0
College of Medicine,Medicine and Surgery,322,260,67.3,55.0,62,12.3,1,3.8,1
Management Sciences,Finance,318,160,70.7,55.0,158,15.7,1,4.6,1
Law,Law,171,240,61.65,55.0,-69,6.65,1,5.2,0
Environmental Design and Management,Quantity Surveying,233,170,48.95,60.5,63,-11.55,1,2.8,0
Science,Biochemistry,297,180,65.55,63.75,117,1.8,1,4.2,1
Agriculture,Crop Science and Horticulture,256,150,46.4,57.3,106,-10.9,1,1.6,0
Basic Medical Science,Physiology,346,180,77.9,61.5,166,16.4,1,3.2,1
Agriculture,Food Science and Technology,221,150,50.15,58.0,71,-7.85,1,3.4,0
Environmental Design and Management,Building,207,170,60.05,57.5,37,2.55,1,3.8,1
Agriculture,Agricultural Economics and Extension,188,150,39.2,57.8,38,-18.6,1,2.2,0
Management Sciences,Business Administration,162,200,40.3,55.0,-38,-14.7,1,3.2,0
Environmental Design and Management,Architecture,331,210,76.65,66.25,121,10.4,1,3.4,1
Management Sciences,Public Administration,184,160,47.6,55.0,24,-7.4,1,2.0,0
College of Medicine,Medicine and Surgery,150,260,35.5,55.0,-110,-19.5,1,2.6,0
Communications and Media Studies,Mass Communication,262,220,50.3,66.3,42,-16.0,1,2.2,0
Education,Biology Education,324,150,72.6,55.0,174,17.6,1,2.8,1
Management Sciences,Public Administration,313,160,61.95,55.0,153,6.95,1,3.0,1
Engineering,Mechatronics Engineering,348,220,77.2,65.0,128,12.2,1,5.0,1
College of Medicine,Medicine and Surgery,286,260,68.9,55.0,26,13.9,1,3.2,1
Environmental Design and Management,Building,294,170,59.1,57.5,124,1.6,1,3.0,1
Environmental Design and Management,Urban and Regional Planning,241,150,54.15,56.0,91,-1.85,1,3.6,0
Management Sciences,Business Administration,141,200,45.15,55.0,-59,-9.85,1,2.8,0
Education,Library and Information Science,181,150,47.15,64.5,31,-17.35,1,4.0,0
Science,Zoology,185,150,49.75,55.5,35,-5.75,1,4.4,0
Basic Medical Science,Radiology and Radiography,262,200,52.3,71.3,62,-19.0,1,2.6,0
Basic Medical Science,Nursing Science,301,150,67.15,55.0,151,12.15,1,4.4,1
Science,Industrial Chemistry,150,150,52.5,60.5,0,-8.0,1,4.0,0
Basic Medical Science,Anatomy,238,180,49.7,63.3,58,-13.6,1,2.8,0
Environmental Design and Management,Architecture,208,210,43.2,66.25,-2,-23.05,1,2.4,0
Environmental Design and Management,Urban and Regional Planning,277,150,61.55,56.0,127,5.55,1,4.0,1
Social Sciences,Criminology and Security Studies,250,200,65.5,55.0,50,10.5,1,3.6,1
Arts,Linguistics and Language,210,150,62.5,55.0,60,7.5,1,4.2,1
College of Medicine,Medicine and Surgery,197,260,63.55,55.0,-63,8.55,1,4.8,0
Management Sciences,Finance,236,160,63.4,55.0,76,8.4,1,3.6,1
Education,Health Education,193,150,59.95,57.95,43,2.0,1,4.2,1
Communications and Media Studies,Mass Communication,272,220,56.8,66.3,52,-9.5,1,3.2,0
Management Sciences,Finance,294,160,65.1,55.0,134,10.1,1,4.2,1
Education,Library and Information Science,287,150,62.05,64.5,137,-2.45,1,3.8,0
Pharmacy,Doctor of Pharmacy,199,240,42.85,55.0,-41,-12.15,1,2.6,0
Communications and Media Studies,Mass Communication,323,220,81.45,66.3,103,15.15,1,4.6,1
Law,Law,187,240,39.05,55.0,-53,-15.95,1,2.2,0
Science,Geology,258,150,65.7,59.5,108,6.2,1,3.4,1
Social Sciences,Economics,274,180,65.1,63.75,94,1.35,1,4.8,1
Science,Botany,159,150,44.85,53.5,9,-8.65,1,4.2,0
Environmental Design and Management,Estate Management,211,160,55.65,57.5,51,-1.85,1,2.8,0
Social Sciences,Psychology,304,150,74.6,64.5,154,10.1,1,3.8,1
Engineering,Agricultural and Bio-Resources Engineering,146,160,48.9,55.0,-14,-6.1,1,3.4,0
Education,Library and Information Science,294,150,74.1,64.5,144,9.6,1,4.0,1
Law,Law,301,240,71.15,55.0,61,16.15,1,3.2,1
Education,Mathematics Education,350,150,75.5,55.5,200,20.0,1,4.6,1
Social Sciences,Political Science,343,180,67.45,62.5,163,4.95,1,3.2,1
Pharmacy,Doctor of Pharmacy,329,240,75.35,55.0,89,20.35,1,3.2,1
Pharmacy,Doctor of Pharmacy,193,240,58.95,55.0,-47,3.95,1,4.0,0
Education,Guidance and Counselling,330,150,62.5,59.05,180,3.45,1,2.6,1
Management Sciences,Finance,226,160,63.9,55.0,66,8.9,1,4.0,1
College of Medicine,Medicine and Surgery,145,260,42.75,55.0,-115,-12.25,1,4.2,0
Education,Chemistry Education,299,150,71.85,55.0,149,16.85,1,3.4,1
Education,Chemistry Education,259,150,56.85,55.0,109,1.85,1,3.6,1
Environmental Design and Management,Estate Management,218,160,50.7,57.5,58,-6.8,1,3.6,0
Social Sciences,Economics,165,180,52.75,63.75,-15,-11.0,1,3.6,0
Environmental Design and Management,Survey and Geo-informatics,314,150,73.1,55.0,164,18.1,1,3.2,1
Social Sciences,Psychology,156,150,47.4,64.5,6,-17.1,1,4.8,0
Agriculture,Animal Production and Health,199,150,52.85,61.3,49,-8.45,1,2.6,0
Pharmacy,Doctor of Pharmacy,345,240,69.75,55.0,105,14.75,1,3.6,1
Environmental Design and Management,Architecture,152,210,47.8,66.25,-58,-18.45,1,3.0,0
College of Medicine,Medicine and Surgery,163,260,39.45,55.0,-97,-15.55,1,3.0,0
Agriculture,Hospitality and Tourism Management,269,150,63.35,58.45,119,4.9,1,4.6,1
Communications and Media Studies,Journalism,159,150,48.85,64.0,9,-15.15,1,3.0,0
Engineering,Computer Engineering,185,200,44.75,64.3,-15,-19.55,1,3.4,0
Science,Mathematics,224,150,57.6,55.5,74,2.1,1,2.8,1
Science,Statistics,159,150,45.85,54.5,9,-8.65,1,2.4,0
Communications and Media Studies,Pulic Relations,270,150,53.5,55.0,120,-1.5,1,2.6,0
Basic Medical Science,Physiology,183,180,52.45,61.5,3,-9.05,1,3.0,0
Agriculture,Crop Science and Horticulture,261,150,54.15,57.3,111,-3.15,1,3.0,0
Education,Physics Education,207,150,57.05,53.6,57,3.45,1,3.2,1
Pharmacy,Doctor of Pharmacy,183,240,53.45,55.0,-57,-1.55,1,3.2,0
Science,Biochemistry,327,180,67.05,63.75,147,3.3,1,3.6,1
Education,Library and Information Science,346,150,88.9,64.5,196,24.4,1,5.4,1
Engineering,Electrical and Electronics Engineering,328,200,69.2,63.3,128,5.9,1,4.0,1
Management Sciences,Public Administration,224,160,63.6,55.0,64,8.6,1,4.0,1
Science,Statistics,207,150,38.05,54.5,57,-16.45,1,1.4,0
Arts,Theatre and Media Arts,325,200,64.75,65.8,125,-1.05,1,3.2,0
Communications and Media Studies,Mass Communication,326,220,71.9,66.3,106,5.6,1,2.6,1
Management Sciences,Accounting,198,200,54.7,55.0,-2,-0.3,1,3.0,0
Environmental Design and Management,Survey and Geo-informatics,348,150,79.2,55.0,198,24.2,1,3.4,1
Law,Law,266,240,59.9,55.0,26,4.9,1,2.0,1
Law,Law,163,240,45.45,55.0,-77,-9.55,1,4.2,0
Communications and Media Studies,Pulic Relations,277,150,70.55,55.0,127,15.55,1,3.8,1
Communications and Media Studies,Broadcasting,255,150,72.25,64.0,105,8.25,1,4.8,1
Social Sciences,Geography,323,150,75.45,55.0,173,20.45,1,3.4,1
Basic Medical Science,Nursing Science,297,150,66.55,55.0,147,11.55,1,4.4,1
Agriculture,Food Science and Technology,237,150,61.55,58.0,87,3.55,1,3.2,1
Law,Law,146,240,44.9,55.0,-94,-10.1,1,4.6,0
Arts,Theatre and Media Arts,294,200,58.1,65.8,94,-7.7,1,2.8,0
College of Medicine,Medicine and Surgery,326,260,70.9,55.0,66,15.9,1,4.4,1
Social Sciences,Criminology and Security Studies,198,200,57.7,55.0,-2,2.7,1,3.6,0
Environmental Design and Management,Architecture,186,210,48.9,66.25,-24,-17.35,1,4.2,0
Arts,Theatre and Media Arts,225,200,56.75,65.8,25,-9.05,1,4.6,0
Environmental Design and Management,Building,255,170,68.25,57.5,85,10.75,1,4.0,1
Education,Biology Education,287,150,55.05,55.0,137,0.05,1,2.4,1
Engineering,Mechanical Engineering,248,200,62.2,65.0,48,-2.8,1,3.0,0
Management Sciences,Public Administration,282,160,71.3,55.0,122,16.3,1,3.8,1
Law,Law,312,240,67.8,55.0,72,12.8,1,4.2,1
Environmental Design and Management,Estate Management,261,160,65.15,57.5,101,7.65,1,3.2,1
Management Sciences,Business Administration,157,200,54.55,55.0,-43,-0.45,1,4.2,0
Basic Medical Science,Physiology,172,180,42.8,61.5,-8,-18.7,1,3.4,0
Law,Law,342,240,74.3,55.0,102,19.3,1,4.6,1
Communications and Media Studies,Journalism,147,150,37.05,64.0,-3,-26.95,1,3.0,0
Environmental Design and Management,Urban and Regional Planning,268,150,63.2,56.0,118,7.2,1,2.6,1
Environmental Design and Management,Quantity Surveying,289,170,61.35,60.5,119,0.85,1,3.6,1
Social Sciences,Criminology and Security Studies,229,200,60.35,55.0,29,5.35,1,3.2,1
Law,Law,205,240,49.75,55.0,-35,-5.25,1,1.8,0
Basic Medical Science,Radiology and Radiography,277,200,64.55,71.3,77,-6.75,1,4.6,0
Management Sciences,Accounting,231,200,70.65,55.0,31,15.65,1,5.2,1
Law,Law,303,240,69.45,55.0,63,14.45,1,4.8,1
Science,Mathematics,349,150,69.35,55.5,199,13.85,1,1.4,1
Pharmacy,Doctor of Pharmacy,211,240,49.65,55.0,-29,-5.35,1,3.6,0
Social Sciences,Demography and Social Statistics,182,150,40.3,60.5,32,-20.2,1,2.6,0
Law,Law,188,240,46.2,55.0,-52,-8.8,1,3.6,0
Engineering,Mechatronics Engineering,176,220,41.4,65.0,-44,-23.6,1,3.0,0
Engineering,Electrical and Electronics Engineering,246,200,54.9,63.3,46,-8.4,1,1.6,0
Education,Human Kinetics,253,150,62.95,54.9,103,8.05,1,3.0,1
Engineering,Mechanical Engineering,310,200,72.5,65.0,110,7.5,1,3.2,1
Management Sciences,Finance,236,160,49.4,55.0,76,-5.6,1,2.8,0
Agriculture,Soil Science and Land Resources Management,307,150,68.05,55.0,157,13.05,1,4.4,1
Engineering,Computer Engineering,269,200,66.35,64.3,69,2.05,1,5.2,1
Agriculture,Fisheries and Aquaculture,163,150,48.45,50.3,13,-1.85,1,2.8,0
Engineering,Meterials and Metallurgical Engineering,175,150,45.25,55.0,25,-9.75,1,3.8,0
Environmental Design and Management,Estate Management,261,160,56.15,57.5,101,-1.35,1,3.4,0
Management Sciences,Business Administration,233,200,67.95,55.0,33,12.95,1,4.6,1
Management Sciences,Accounting,175,200,38.25,55.0,-25,-16.75,1,2.4,0
Agriculture,Animal Production and Health,203,150,66.45,61.3,53,5.15,1,5.2,1
Communications and Media Studies,Journalism,160,150,43.0,64.0,10,-21.0,1,3.8,0
Law,Law,141,240,42.15,55.0,-99,-12.85,1,4.2,0
Engineering,Meterials and Metallurgical Engineering,191,150,53.65,55.0,41,-1.35,1,3.0,0
Pharmacy,Doctor of Pharmacy,218,240,61.7,55.0,-22,6.7,1,3.8,0
Education,Mathematics Education,261,150,63.15,55.5,111,7.65,1,4.8,1
Agriculture,Agricultural Economics and Extension,238,150,59.7,57.8,88,1.9,1,2.8,1
Basic Medical Science,Radiology and Radiography,267,200,65.05,71.3,67,-6.25,1,5.0,0
Law,Law,189,240,55.35,55.0,-51,0.35,1,3.4,0
Agriculture,Agricultural Economics and Extension,156,150,46.4,57.8,6,-11.4,1,4.6,0
Pharmacy,Doctor of Pharmacy,335,240,66.25,55.0,95,11.25,1,3.2,1
Management Sciences,Business Administration,325,200,74.75,55.0,125,19.75,1,3.2,1
Law,Law,181,240,56.15,55.0,-59,1.15,1,3.8,0
Social Sciences,Political Science,195,180,57.25,62.5,15,-5.25,1,3.6,0
Management Sciences,Finance,185,160,51.75,55.0,25,-3.25,1,4.8,0
Environmental Design and Management,Quantity Surveying,282,170,64.3,60.5,112,3.8,1,4.4,1
Basic Medical Science,Radiology and Radiography,233,200,52.95,71.3,33,-18.35,1,3.6,0
Basic Medical Science,Radiology and Radiography,235,200,62.25,71.3,35,-9.05,1,3.4,0
Law,Law,165,240,44.75,55.0,-75,-10.25,1,4.0,0
Social Sciences,Psychology,195,150,40.25,64.5,45,-24.25,1,2.2,0
Law,Law,289,240,58.35,55.0,49,3.35,1,3.0,1
Environmental Design and Management,Survey and Geo-informatics,324,150,70.6,55.0,174,15.6,1,4.4,1
Education,Mathematics Education,284,150,66.6,55.5,134,11.1,1,4.8,1
Engineering,Computer Engineering,308,200,69.2,64.3,108,4.9,1,4.6,1
Pharmacy,Doctor of Pharmacy,163,240,50.45,55.0,-77,-4.55,1,5.2,0
Basic Medical Science,Nursing Science,166,150,43.9,55.0,16,-11.1,1,3.8,0
Pharmacy,Doctor of Pharmacy,324,240,78.6,55.0,84,23.6,1,4.0,1
College of Medicine,Medicine and Surgery,145,260,36.75,55.0,-115,-18.25,1,3.0,0
Agriculture,Hospitality and Tourism Management,156,150,48.4,58.45,6,-10.05,1,5.0,0
Science,Microbiology,202,180,59.3,65.75,22,-6.45,1,3.8,0
College of Medicine,Medicine and Surgery,336,260,77.4,55.0,76,22.4,1,3.4,1
Management Sciences,Business Administration,169,200,43.35,55.0,-31,-11.65,1,3.6,0
Management Sciences,Business Administration,250,200,66.5,55.0,50,11.5,1,3.8,1
Agriculture,Animal Production and Health,153,150,52.95,61.3,3,-8.35,1,4.0,0
Communications and Media Studies,Pulic Relations,208,150,53.2,55.0,58,-1.8,1,2.4,0
Law,Law,256,240,56.4,55.0,16,1.4,1,3.6,1
Basic Medical Science,Radiology and Radiography,151,200,39.65,71.3,-49,-31.65,1,3.4,0
Communications and Media Studies,Journalism,279,150,67.85,64.0,129,3.85,1,3.2,1
Management Sciences,Public Administration,253,160,71.95,55.0,93,16.95,1,4.8,1
Science,Industrial Chemistry,294,150,59.1,60.5,144,-1.4,1,3.0,0
Law,Law,223,240,63.45,55.0,-17,8.45,1,4.0,0
Pharmacy,Doctor of Pharmacy,308,240,60.2,55.0,68,5.2,1,2.8,1
Communications and Media Studies,Broadcasting,221,150,63.15,64.0,71,-0.85,1,4.0,0
Agriculture,Soil Science and Land Resources Management,210,150,48.5,55.0,60,-6.5,1,3.4,0
Pharmacy,Doctor of Pharmacy,334,240,65.1,55.0,94,10.1,1,3.0,1
College of Medicine,Medicine and Surgery,176,260,43.4,55.0,-84,-11.6,1,3.4,0
College of Medicine,Medicine and Surgery,198,260,44.7,55.0,-62,-10.3,1,3.0,0
Law,Law,274,240,53.1,55.0,34,-1.9,1,2.4,0
Communications and Media Studies,Mass Communication,325,220,67.75,66.3,105,1.45,1,3.8,1
Law,Law,250,240,53.5,55.0,10,-1.5,1,3.2,0
Environmental Design and Management,Survey and Geo-informatics,163,150,51.45,55.0,13,-3.55,1,3.4,0
Science,Microbiology,204,180,48.6,65.75,24,-17.15,1,3.6,0
Communications and Media Studies,Pulic Relations,253,150,63.95,55.0,103,8.95,1,3.2,1
Education,Health Education,167,150,46.05,57.95,17,-11.9,1,4.2,0
Arts,Theatre and Media Arts,310,200,67.5,65.8,110,1.7,1,2.2,1
Engineering,Agricultural and Bio-Resources Engineering,263,160,67.45,55.0,103,12.45,1,3.6,1
Management Sciences,Finance,293,160,62.95,55.0,133,7.95,1,3.8,1
Agriculture,Fisheries and Aquaculture,339,150,85.85,50.3,189,35.55,1,5.0,1
Law,Law,319,240,68.85,55.0,79,13.85,1,2.2,1
Management Sciences,Public Administration,199,160,45.85,55.0,39,-9.15,1,3.2,0
Basic Medical Science,Radiology and Radiography,285,200,57.75,71.3,85,-13.55,1,3.0,0
Communications and Media Studies,Journalism,204,150,64.6,64.0,54,0.6,1,4.8,1
Education,Biology Education,206,150,56.9,55.0,56,1.9,1,3.2,1
Management Sciences,Finance,262,160,65.3,55.0,102,10.3,1,3.2,1
Management Sciences,Public Administration,238,160,48.7,55.0,78,-6.3,1,2.6,0
Basic Medical Science,Nursing Science,199,150,43.85,55.0,49,-11.15,1,2.8,0
Law,Law,142,240,39.3,55.0,-98,-15.7,1,3.6,0
Pharmacy,Doctor of Pharmacy,188,240,49.2,55.0,-52,-5.8,1,2.2,0
Law,Law,263,240,72.45,55.0,23,17.45,1,4.6,1
Pharmacy,Doctor of Pharmacy,328,240,77.2,55.0,88,22.2,1,3.6,1
Education,Guidance and Counselling,170,150,52.5,59.05,20,-6.55,1,3.4,0
Management Sciences,Business Administration,345,200,79.75,55.0,145,24.75,1,3.6,1
Management Sciences,Business Administration,224,200,59.6,55.0,24,4.6,1,3.2,1
Social Sciences,Sociology,170,160,50.5,63.95,10,-13.45,1,5.0,0
Environmental Design and Management,Survey and Geo-informatics,179,150,45.85,55.0,29,-9.15,1,3.8,0
Environmental Design and Management,Architecture,153,210,46.95,66.25,-57,-19.3,1,4.8,0
Basic Medical Science,Medical Laboratory Science,332,200,84.8,72.3,132,12.5,1,5.0,1
Engineering,Agricultural and Bio-Resources Engineering,204,160,57.6,55.0,44,2.6,1,3.4,1
Engineering,Agricultural and Bio-Resources Engineering,177,160,41.55,55.0,17,-13.45,1,3.0,0
Pharmacy,Doctor of Pharmacy,306,240,66.9,55.0,66,11.9,1,4.2,1
Social Sciences,Psychology,263,150,57.45,64.5,113,-7.05,1,1.6,0
Engineering,Agricultural and Bio-Resources Engineering,193,160,57.95,55.0,33,2.95,1,3.8,1
Management Sciences,Accounting,173,200,53.95,55.0,-27,-1.05,1,3.6,0
College of Medicine,Medicine and Surgery,259,260,51.85,55.0,-1,-3.15,1,2.6,0
Management Sciences,Accounting,232,200,54.8,55.0,32,-0.2,1,4.0,0
Science,Microbiology,214,180,60.1,65.75,34,-5.65,1,3.6,0
Law,Law,343,240,70.45,55.0,103,15.45,1,3.8,1
Management Sciences,Accounting,339,200,79.85,55.0,139,24.85,1,3.8,1
Communications and Media Studies,Pulic Relations,277,150,61.55,55.0,127,6.55,1,4.0,1
Engineering,Agricultural and Bio-Resources Engineering,199,160,49.85,55.0,39,-5.15,1,4.0,0
College of Medicine,Medicine and Surgery,331,260,70.65,55.0,71,15.65,1,4.2,1
Pharmacy,Doctor of Pharmacy,149,240,39.35,55.0,-91,-15.65,1,3.4,0
Science,Chemistry,179,150,52.85,62.5,29,-9.65,1,3.2,0
Science,Botany,244,150,54.6,53.5,94,1.1,1,3.6,1
Basic Medical Science,Radiology and Radiography,250,200,63.5,71.3,50,-7.8,1,3.2,0
Social Sciences,Economics,265,180,56.75,63.75,85,-7.0,1,3.4,0
Management Sciences,Accounting,194,200,50.1,55.0,-6,-4.9,1,2.2,0
Arts,Theatre and Media Arts,294,200,53.1,65.8,94,-12.7,1,1.8,0
Agriculture,Fisheries and Aquaculture,245,150,57.75,50.3,95,7.45,1,4.2,1
Basic Medical Science,Radiology and Radiography,303,200,70.45,71.3,103,-0.85,1,3.0,0
Basic Medical Science,Nursing Science,207,150,46.05,55.0,57,-8.95,1,3.0,0
Education,Biology Education,209,150,60.35,55.0,59,5.35,1,3.8,1
Education,Physics Education,231,150,48.65,53.6,81,-4.95,1,2.8,0
Arts,History and International Studies,322,180,78.3,67.8,142,10.5,1,4.0,1
Engineering,Agricultural and Bio-Resources Engineering,144,160,39.6,55.0,-16,-15.4,1,3.6,0
Communications and Media Studies,Journalism,332,150,80.8,64.0,182,16.8,1,4.2,1
Agriculture,Food Science and Technology,148,150,44.2,58.0,-2,-13.8,1,2.4,0
Basic Medical Science,Medical Laboratory Science,219,200,65.85,72.3,19,-6.45,1,4.6,0
Basic Medical Science,Radiology and Radiography,270,200,60.5,71.3,70,-10.8,1,2.0,0
Science,Physics,254,150,63.1,56.5,104,6.6,1,3.0,1
College of Medicine,Medicine and Surgery,275,260,71.25,55.0,15,16.25,1,4.0,1
Basic Medical Science,Radiology and Radiography,326,200,60.9,71.3,126,-10.4,1,2.4,0
College of Medicine,Medicine and Surgery,217,260,60.55,55.0,-43,5.55,1,3.6,0
Social Sciences,Geography,239,150,71.85,55.0,89,16.85,1,5.2,1
Engineering,Agricultural and Bio-Resources Engineering,162,160,46.3,55.0,2,-8.7,1,4.4,0
Law,Law,246,240,66.9,55.0,6,11.9,1,4.0,1
Basic Medical Science,Nursing Science,208,150,59.2,55.0,58,4.2,1,3.6,1
Science,Chemistry,336,150,72.4,62.5,186,9.9,1,4.4,1
Agriculture,Agricultural Economics and Extension,267,150,75.05,57.8,117,17.25,1,5.0,1
Engineering,Computer Engineering,179,200,61.85,64.3,-21,-2.45,1,5.0,0
Pharmacy,Doctor of Pharmacy,348,240,69.2,55.0,108,14.2,1,3.4,1
Social Sciences,Criminology and Security Studies,313,200,59.95,55.0,113,4.95,1,2.6,1
Management Sciences,Business Administration,246,200,56.9,55.0,46,1.9,1,4.0,1
Arts, English and Literary Studies,308,150,73.2,55.0,158,18.2,1,3.4,1
Social Sciences,Demography and Social Statistics,343,150,69.45,60.5,193,8.95,1,3.6,1
Agriculture,Animal Production and Health,145,150,35.75,61.3,-5,-25.55,1,2.8,0
Science,Zoology,330,150,73.5,55.5,180,18.0,1,2.8,1
Education,Library and Information Science,247,150,60.05,64.5,97,-4.45,1,4.6,0
