faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Arts,Fine and Applied Arts,341,80.62,False,not admitted,"A1, C5, C6, A1, C4"
Pure and Applied Science,Biochemistry,282,76.25,False,not admitted,"A1, A1, C5, C6, A1"
Agriculture,"Animal Production, Fisheries and Aquaculture",130,52.25,True,not admitted,"C4, C6, A1, C6, B2"
Arts,"Religions, History and Heritage Studies",147,56.38,True,not admitted,"C5, A1, C4, C6, A1"
Pure and Applied Science,Zoology,296,78.0,False,not admitted,"A1, A1, C4, C5, B3"
Pure and Applied Science,Biochemistry,223,63.88,True,not admitted,"C4, B3, B3, C4, C5"
Management and Social Sciences,Tourism and Hospitality Management,299,70.38,True,not admitted,"B3, C4, C5, C5, C5"
Arts,English Language and Linguistics,234,69.25,True,not admitted,"C4, B3, A1, B2, C5"
Agriculture,Crop Production,132,55.5,True,not admitted,"B3, A1, B3, B3, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",393,85.12,False,not admitted,"C6, B3, B2, B3, C5"
Management and Social Sciences,Business and Entrepreneurship,211,64.38,False,not admitted,"A1, C4, C5, A1, C6"
Allied Health Science,Medical Laboratory Science,383,81.88,True,not admitted,"C6, C6, A1, C5, B3"
Education,Business and Entrepreneurship Education,219,62.38,True,not admitted,"B2, C6, B3, C5, C4"
Allied Health Science,Medical Laboratory Science,139,52.38,True,not admitted,"C4, B3, B2, C6, C5"
Information and Communication Technology,Mass Communication,332,85.5,False,not admitted,"B3, B2, B3, B2, A1"
Allied Health Science,Environmental Health Science,232,60.0,False,not admitted,"C6, C4, B3, C5, C6"
Allied Health Science,Public Health,152,54.0,False,not admitted,"A1, C6, B3, C5, C5"
Management and Social Sciences,Economics and Development Studies,194,63.25,True,not admitted,"B2, B2, A1, C5, C6"
Engineering and Technology,Mechanical Engineering,264,64.0,True,not admitted,"C4, C4, C6, C5, C5"
Agriculture,Food Science and Technology,242,66.25,False,not admitted,"A1, C6, C5, C5, B2"
Pure and Applied Science,Mathematics and Statistics,346,77.25,False,not admitted,"B3, C6, C6, B2, C4"
Management and Social Sciences,Business and Entrepreneurship,128,56.0,True,not admitted,"C4, B3, A1, C5, B2"
Allied Health Science,Public Health,211,63.38,True,not admitted,"C6, C4, C5, A1, B2"
Information and Communication Technology,Library and Information Science,231,62.88,True,not admitted,"C4, B3, C4, C4, C6"
Information and Communication Technology,Mass Communication,388,89.5,True,not admitted,"B3, A1, A1, B3, C6"
Arts,Performing Arts and Film Studies,326,76.75,False,not admitted,"C6, C4, B3, B2, C4"
Allied Health Science,Environmental Health Science,146,49.25,True,not admitted,"C6, C5, A1, C6, C6"
Information and Communication Technology,Mass Communication,323,75.38,True,not admitted,"C4, A1, B3, C6, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",158,60.75,False,not admitted,"B2, B2, C4, C5, A1"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",191,57.88,True,not admitted,"C6, C4, A1, C4, C6"
Pure and Applied Science,Zoology,195,54.38,True,not admitted,"C6, C5, C6, C6, B2"
Management and Social Sciences,Politics and Governance,168,60.0,False,not admitted,"B2, B3, C5, A1, C5"
Education,Human Kinetic and Health Education,181,51.62,True,not admitted,"C6, C4, C4, C6, C6"
Pure and Applied Science,Chemistry and Industrial Chemistry,178,61.25,True,not admitted,"A1, C5, B2, C6, B2"
Agriculture,Agricultural Economics and Extension Services,245,73.62,False,not admitted,"A1, C4, C4, A1, B2"
Information and Communication Technology,Mass Communication,256,68.0,False,not admitted,"C5, A1, C6, C6, A1"
Engineering and Technology,Materials Science and Engineering,149,61.62,True,not admitted,"B2, B3, B3, A1, B3"
Agriculture,Crop Production,365,80.62,False,not admitted,"C6, B2, A1, C6, C5"
Information and Communication Technology,Computer Science,361,85.12,False,not admitted,"A1, B3, A1, C4, C6"
Arts,Fine and Applied Arts,176,61.0,False,not admitted,"B3, C6, A1, C4, B2"
Law,Jurisprudence and Public Law,274,70.25,True,not admitted,"B3, B2, C5, C4, C5"
Law,Common Law,265,70.12,True,not admitted,"C5, A1, A1, C6, C5"
Management and Social Sciences,Economics and Development Studies,388,84.5,True,not admitted,"C4, C4, C6, C4, A1"
Information and Communication Technology,Mass Communication,249,63.12,True,not admitted,"C5, C4, C6, B3, C5"
Arts,"Religions, History and Heritage Studies",210,64.25,False,not admitted,"A1, A1, C4, C6, C5"
Management and Social Sciences,Economics and Development Studies,226,60.25,True,not admitted,"B3, C5, C6, C6, B3"
Agriculture,Food Science and Technology,211,62.38,True,not admitted,"C5, B2, C5, C6, A1"
Law,Jurisprudence and Public Law,229,62.62,True,not admitted,"C5, B3, C5, B2, C6"
Law,Jurisprudence and Public Law,166,61.75,True,not admitted,"B2, A1, C4, C6, A1"
Agriculture,Agricultural Economics and Extension Services,214,64.75,True,not admitted,"C6, B3, A1, B2, C5"
Education,Business and Entrepreneurship Education,396,87.5,False,not admitted,"C4, A1, C4, C5, B3"
Engineering and Technology,Aeronautics and Astronautics Engineering,161,54.12,True,not admitted,"C4, A1, C6, C4, C6"
Management and Social Sciences,Accounting and Finance,310,75.75,False,not admitted,"B2, C5, C6, C4, A1"
Information and Communication Technology,Library and Information Science,162,47.25,True,not admitted,"C6, C6, C5, C5, C6"
Law,Business and Private Law,293,78.62,True,not admitted,"A1, B2, B3, B3, C4"
Engineering and Technology,Electrical and Computer Engineering,170,53.25,True,not admitted,"C5, C4, C6, C5, B3"
Allied Health Science,Medical Laboratory Science,355,82.38,True,not admitted,"B2, B2, C6, B3, C4"
Information and Communication Technology,Computer Science,308,75.5,True,not admitted,"B2, C5, B2, C4, C5"
Arts,Performing Arts and Film Studies,160,49.0,True,not admitted,"C4, C6, C6, C4, C6"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",209,60.12,False,not admitted,"C6, B3, A1, C5, C6"
Agriculture,Agricultural Economics and Extension Services,323,73.38,False,not admitted,"B3, C4, C6, B3, C6"
Management and Social Sciences,Accounting and Finance,231,62.88,True,not admitted,"C6, C6, C4, A1, C4"
Arts,"Religions, History and Heritage Studies",261,74.62,False,not admitted,"C4, B2, A1, B2, C4"
Law,Jurisprudence and Public Law,221,61.62,False,not admitted,"C5, C6, B2, B3, C5"
Agriculture,Agricultural Economics and Extension Services,120,48.0,True,not admitted,"C5, C4, B3, C5, C5"
Engineering and Technology,Food and Agricultural Engineering,377,80.12,True,not admitted,"C4, C4, C5, C6, B3"
Information and Communication Technology,Mass Communication,296,72.0,True,not admitted,"B2, C6, C4, C5, B3"
Information and Communication Technology,Computer Science,310,75.75,False,not admitted,"C5, B2, C4, C6, A1"
Arts,"Religions, History and Heritage Studies",162,50.25,False,not admitted,"C4, C4, C6, C6, C5"
Arts,Fine and Applied Arts,377,88.12,False,not admitted,"C6, B2, B2, B2, B2"
Engineering and Technology,Materials Science and Engineering,136,55.0,True,not admitted,"A1, C5, C6, B2, B3"
Agriculture,Crop Production,323,73.38,False,not admitted,"C5, C5, C5, C6, A1"
Allied Health Science,Public Health,278,79.75,True,not admitted,"A1, C5, B2, A1, A1"
Allied Health Science,Medical Laboratory Science,296,74.0,False,not admitted,"C4, B3, C5, C5, A1"
Education,Arts and Science Education,275,70.38,True,not admitted,"B3, C4, C6, C5, A1"
Pure and Applied Science,Zoology,283,74.38,True,not admitted,"B2, B2, C4, C5, B3"
Pure and Applied Science,Zoology,374,81.75,False,not admitted,"C5, B3, B2, C6, C4"
Management and Social Sciences,Accounting and Finance,202,62.25,False,not admitted,"C6, C5, B2, B3, B2"
Agriculture,Agricultural Economics and Extension Services,158,60.75,True,not admitted,"C5, C5, A1, B2, A1"
Information and Communication Technology,Mass Communication,165,56.62,True,not admitted,"B3, C4, B3, B3, C6"
Law,Common Law,314,77.25,True,not admitted,"B2, A1, C5, C4, C5"
Education,Educational Management,367,77.88,False,not admitted,"C6, B2, B3, C6, C6"
Allied Health Science,Medical Laboratory Science,338,74.25,True,not admitted,"C5, C6, C4, B2, C6"
Pure and Applied Science,Mathematics and Statistics,281,69.12,True,not admitted,"C6, B2, B3, C4, C6"
Engineering and Technology,Civil and Environmental Engineering,338,88.25,True,not admitted,"A1, C4, A1, B2, A1"
Pure and Applied Science,Plant and Environmental Biology,343,77.88,True,not admitted,"C4, C4, B2, C5, C5"
Information and Communication Technology,Mass Communication,333,73.62,False,not admitted,"C5, C4, C6, C4, C4"
Arts,Fine and Applied Arts,178,67.25,True,not admitted,"A1, A1, B3, B2, B3"
Information and Communication Technology,Computer Science,281,75.12,True,not admitted,"A1, A1, B3, C5, C5"
Information and Communication Technology,Library and Information Science,316,84.5,True,not admitted,"B3, B3, B2, A1, A1"
Engineering and Technology,Food and Agricultural Engineering,385,84.12,True,not admitted,"C4, C5, C5, B3, B2"
Allied Health Science,Public Health,343,74.88,True,not admitted,"C5, C6, C6, B2, C4"
Arts,Arabic and French,226,68.25,True,not admitted,"C5, B3, B3, A1, B3"
Agriculture,Crop Production,355,79.38,True,not admitted,"A1, B3, C5, C5, C6"
Engineering and Technology,Electrical and Computer Engineering,252,70.5,True,not admitted,"C6, A1, B2, B3, C4"
Law,Common Law,182,59.75,True,not admitted,"C4, C5, B2, C5, B2"
Law,Business and Private Law,124,54.5,True,not admitted,"B3, A1, C6, A1, C5"
Law,Jurisprudence and Public Law,289,73.12,True,not admitted,"B2, A1, C5, C4, C6"
Engineering and Technology,Civil and Environmental Engineering,252,68.5,True,not admitted,"B3, B3, B3, C5, C4"
Pure and Applied Science,Zoology,347,73.38,True,not admitted,"C6, C4, C6, B3, C6"
Pure and Applied Science,Environmental Management and Toxicology,325,75.62,True,not admitted,"B3, B2, C4, C5, C6"
Law,Business and Private Law,148,53.5,True,not admitted,"A1, B3, C6, C4, C6"
Pure and Applied Science,Zoology,317,79.62,True,not admitted,"A1, C4, C6, B3, A1"
Arts,English Language and Linguistics,123,53.38,False,not admitted,"A1, C5, B3, C5, B3"
Allied Health Science,Medical Laboratory Science,250,71.25,False,not admitted,"C6, B2, B3, A1, B3"
Engineering and Technology,Materials Science and Engineering,160,58.0,True,not admitted,"B3, B3, C4, C6, A1"
Agriculture,Food Science and Technology,248,67.0,True,not admitted,"C5, C5, C4, B3, B2"
Agriculture,Agricultural Economics and Extension Services,341,85.62,True,not admitted,"C5, B2, B2, B2, A1"
Allied Health Science,Environmental Health Science,125,54.62,True,not admitted,"C4, A1, B2, B3, C6"
Management and Social Sciences,Politics and Governance,347,78.38,True,not admitted,"B3, B3, C4, C4, C6"
Information and Communication Technology,Mass Communication,263,79.88,False,not admitted,"A1, A1, B2, B3, A1"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",161,64.12,True,not admitted,"A1, B2, C5, B2, A1"
Engineering and Technology,Food and Agricultural Engineering,334,85.75,True,not admitted,"C4, B2, B2, A1, B2"
Allied Health Science,Medical Laboratory Science,364,90.5,True,not admitted,"A1, B3, A1, B2, B3"
Engineering and Technology,Civil and Environmental Engineering,376,91.0,False,not admitted,"A1, A1, C5, B2, B2"
Agriculture,Food Science and Technology,258,68.25,True,not admitted,"B2, C6, B3, C5, B3"
Pure and Applied Science,Zoology,212,64.5,True,not admitted,"A1, B3, C4, C6, B3"
Arts,Arabic and French,358,84.75,False,not admitted,"C5, C5, A1, B3, A1"
Law,Common Law,348,84.5,False,not admitted,"A1, B3, B2, C4, C4"
Education,Early Childhood and Primary Education,213,67.62,False,not admitted,"B2, B2, C5, B2, B3"
Law,Common Law,355,82.38,True,not admitted,"B2, A1, C4, C5, C5"
Law,Business and Private Law,273,66.12,True,not admitted,"C5, C6, C5, B2, C5"
Management and Social Sciences,Business and Entrepreneurship,390,80.75,False,not admitted,"C5, B3, C4, C5, C6"
Agriculture,Agricultural Economics and Extension Services,130,51.25,True,not admitted,"C6, C4, C4, B3, B3"
Information and Communication Technology,Computer Science,278,72.75,False,not admitted,"C6, B2, B3, B3, B3"
Information and Communication Technology,Mass Communication,345,80.12,True,not admitted,"C4, C5, B2, B2, C5"
Pure and Applied Science,Geology and Mineral Sciences,256,73.0,False,not admitted,"A1, B3, A1, C6, B3"
Agriculture,Crop Production,175,50.88,True,not admitted,"C5, C5, C4, C6, C6"
Information and Communication Technology,Computer Science,366,80.75,False,not admitted,"C6, C6, B3, A1, C4"
Education,Special Education,256,66.0,True,not admitted,"C5, A1, C6, C6, B3"
Information and Communication Technology,Computer Science,289,76.12,False,not admitted,"B3, B2, C4, B3, B3"
Management and Social Sciences,Business and Entrepreneurship,122,54.25,False,not admitted,"C5, B2, C6, A1, B2"
Allied Health Science,Public Health,176,58.0,True,not admitted,"C6, A1, C5, C4, B3"
Information and Communication Technology,Computer Science,125,55.62,False,not admitted,"A1, C4, C6, B3, A1"
Agriculture,Crop Production,220,55.5,True,not admitted,"C6, C6, C4, C5, C6"
Arts,Arabic and French,263,68.88,False,not admitted,"B2, C5, C6, C5, A1"
Law,Common Law,186,57.25,True,not admitted,"C4, C5, A1, C6, C5"
Engineering and Technology,Aeronautics and Astronautics Engineering,246,75.75,True,not admitted,"B2, C4, B2, A1, A1"
Pure and Applied Science,Environmental Management and Toxicology,169,54.12,True,not admitted,"C5, A1, C5, C6, C5"
Information and Communication Technology,Mass Communication,227,61.38,True,not admitted,"C6, C4, C6, B2, C4"
Information and Communication Technology,Computer Science,368,87.0,True,not admitted,"B2, C4, C6, A1, A1"
Law,Business and Private Law,214,55.75,True,not admitted,"C4, C5, C5, C6, C6"
Pure and Applied Science,Plant and Environmental Biology,148,53.5,True,not admitted,"C5, C5, B2, B2, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",254,70.75,False,not admitted,"C6, B2, B2, B3, B3"
Information and Communication Technology,Library and Information Science,239,65.88,True,not admitted,"B2, C4, C6, B2, C5"
Arts,Fine and Applied Arts,230,68.75,True,not admitted,"B3, C5, A1, C4, B2"
Information and Communication Technology,Library and Information Science,176,59.0,False,not admitted,"B3, B2, C4, C6, B3"
Management and Social Sciences,Tourism and Hospitality Management,265,71.12,True,not admitted,"C5, C4, B2, B2, C4"
Agriculture,Food Science and Technology,120,52.0,True,not admitted,"B2, C6, B3, B2, C5"
Arts,English Language and Linguistics,374,83.75,True,not admitted,"B2, B3, C6, C5, B2"
Law,Jurisprudence and Public Law,195,61.38,True,not admitted,"C6, B2, A1, C4, C5"
Allied Health Science,Environmental Health Science,201,60.12,False,not admitted,"C4, C6, B2, B3, C5"
Pure and Applied Science,Zoology,176,61.0,True,not admitted,"B2, C4, C4, B3, B3"
Agriculture,Crop Production,346,81.25,True,not admitted,"B3, A1, C6, C5, B2"
Engineering and Technology,Mechanical Engineering,383,86.88,True,not admitted,"A1, C4, B2, B3, C6"
Management and Social Sciences,Tourism and Hospitality Management,158,51.75,True,not admitted,"C4, B2, C5, C6, C6"
Pure and Applied Science,Environmental Management and Toxicology,395,86.38,True,not admitted,"C5, A1, B2, C6, C4"
Arts,English Language and Linguistics,121,57.12,False,not admitted,"A1, A1, A1, C6, C4"
Agriculture,Crop Production,278,69.75,False,not admitted,"C6, A1, C5, B3, C5"
Agriculture,Agricultural Economics and Extension Services,246,65.75,True,not admitted,"C6, B2, C4, B3, C5"
Engineering and Technology,Electrical and Computer Engineering,185,61.12,True,not admitted,"A1, C4, C5, C5, B2"
Engineering and Technology,Materials Science and Engineering,313,72.12,True,not admitted,"C5, C6, C6, B3, B2"
Arts,Arabic and French,234,74.25,False,not admitted,"B2, A1, B2, B2, B3"
Allied Health Science,Medical Laboratory Science,303,76.88,False,not admitted,"C4, C6, C4, A1, A1"
Education,Special Education,324,81.5,True,not admitted,"B2, C4, A1, C5, B2"
Arts,Fine and Applied Arts,354,82.25,True,not admitted,"C4, B3, B3, B3, C4"
Law,Business and Private Law,214,58.75,True,not admitted,"A1, C6, C6, C6, C4"
Agriculture,Food Science and Technology,219,66.38,True,not admitted,"B3, B2, A1, C5, C5"
Allied Health Science,Environmental Health Science,366,81.75,True,not admitted,"C6, B3, C4, A1, C5"
Agriculture,"Animal Production, Fisheries and Aquaculture",138,58.25,True,not admitted,"C5, A1, C6, A1, A1"
Education,Human Kinetic and Health Education,199,66.88,True,not admitted,"C5, B3, B2, A1, B2"
Pure and Applied Science,Chemistry and Industrial Chemistry,137,54.12,False,not admitted,"A1, A1, C5, C5, C6"
